item_id,line,col,kind,text,value,value2,decimals,decimals2,unit,range_labels,in_red,in_comment,section,table,table_key,table_row,table_col,table_group,clause,context,prev_context,table_caption,para_before
L107_302,107,302,range,0.45 to 0.80,0.45,0.8,2,2,,,no,yes,Experimental Results,,,,,,On the four Parkinson's and depression datasets the recording-only floor is 0.45 to 0.80 and the probe stays above it;,"On the four Parkinson's and depression datasets the recording-only floor is 0.45 to 0.80 and the probe stays above it; on Neurovoz, age matching moves the encoder probe from 0.95 to 0.91 while a silence-only probe falls from 0.72 to 0.58.",,,
L107_400,107,400,change,0.95 to 0.91,0.95,0.91,2,2,,,no,yes,Experimental Results,,,,,,age matching moves the encoder probe from 0.95 to 0.91 while,"On the four Parkinson's and depression datasets the recording-only floor is 0.45 to 0.80 and the probe stays above it; on Neurovoz, age matching moves the encoder probe from 0.95 to 0.91 while a silence-only probe falls from 0.72 to 0.58.",,,
L107_451,107,451,change,0.72 to 0.58,0.72,0.58,2,2,,,no,yes,Experimental Results,,,,,,a silence-only probe falls from 0.72 to 0.58.,"On the four Parkinson's and depression datasets the recording-only floor is 0.45 to 0.80 and the probe stays above it; on Neurovoz, age matching moves the encoder probe from 0.95 to 0.91 while a silence-only probe falls from 0.72 to 0.58.",,,
L107_496,107,496,point,0.65,0.65,,2,,,,no,yes,Experimental Results,,,,,,"On Pitt the six together reach 0.65,","On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L107_519,107,519,point,0.78,0.78,,2,,,,no,yes,Experimental Results,,,,,,below the probe (0.78);,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L107_548,107,548,integer,64,64.0,,0,,,,no,yes,Experimental Results,,,,,,controls are younger (64 against,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L107_559,107,559,integer,72,72.0,,0,,,,no,yes,Experimental Results,,,,,,"72 years,","On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L107_579,107,579,point,0.70,0.7,,2,,,,no,yes,Experimental Results,,,,,,"age alone 0.70),","On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L107_593,107,593,integer,64,64.0,,0,,,,no,yes,Experimental Results,,,,,,but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L107_631,107,631,integer,268,268.0,,0,,,,no,yes,Experimental Results,,,,,,but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L107_667,107,667,point,0.79,0.79,,2,,,,no,yes,Experimental Results,,,,,,but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L107_687,107,687,point,0.66,0.66,,2,,,,no,yes,Experimental Results,,,,,,but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.,"On Pitt the six together reach 0.65, below the probe (0.78); controls are younger (64 against 72 years, age alone 0.70), but on 64 age and sex matched speaker pairs (268 segments) the probe still reads 0.79 and the answer 0.66.",,,
L107_788,107,788,point,0.62,0.62,,2,,,,no,yes,Experimental Results,,,,,,"reads 0.62 on Pitt,","A classical baseline, eGeMAPS features into the same logistic classifier, reads 0.62 on Pitt, 0.73 on ADReSSo, 0.70 on ADReSS-2020 and 0.80 on MDVR-KCL; the probes beat it on every set, and on Pitt the model's own answer merely matches it.",,,
L107_802,107,802,point,0.73,0.73,,2,,,,no,yes,Experimental Results,,,,,,"0.73 on ADReSSo,","A classical baseline, eGeMAPS features into the same logistic classifier, reads 0.62 on Pitt, 0.73 on ADReSSo, 0.70 on ADReSS-2020 and 0.80 on MDVR-KCL; the probes beat it on every set, and on Pitt the model's own answer merely matches it.",,,
L107_819,107,819,point,0.70,0.7,,2,,,,no,yes,Experimental Results,,,,,,0.70 on ADReSS-2020 and 0.80 on MDVR-KCL;,"A classical baseline, eGeMAPS features into the same logistic classifier, reads 0.62 on Pitt, 0.73 on ADReSSo, 0.70 on ADReSS-2020 and 0.80 on MDVR-KCL; the probes beat it on every set, and on Pitt the model's own answer merely matches it.",,,
L107_843,107,843,point,0.80,0.8,,2,,,,no,yes,Experimental Results,,,,,,0.70 on ADReSS-2020 and 0.80 on MDVR-KCL;,"A classical baseline, eGeMAPS features into the same logistic classifier, reads 0.62 on Pitt, 0.73 on ADReSSo, 0.70 on ADReSS-2020 and 0.80 on MDVR-KCL; the probes beat it on every set, and on Pitt the model's own answer merely matches it.",,,
L120_14,120,14,integer,1100,1100.0,,0,,,,no,no,Experimental Results,tab:main,PC-GITA | Clips (speakers) [clips],PC-GITA,Clips (speakers) [clips],Parkinson's disease,1100 (100),PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L120_20,120,20,integer,100,100.0,,0,,,,no,no,Experimental Results,tab:main,PC-GITA | Clips (speakers) [speakers],PC-GITA,Clips (speakers) [speakers],Parkinson's disease,1100 (100),PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L120_27,120,27,point,0.56,0.56,,2,,,,no,no,Experimental Results,tab:main,PC-GITA | Zero-shot Audio,PC-GITA,Zero-shot Audio,Parkinson's disease,0.56,PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L120_34,120,34,point,0.52,0.52,,2,,,,no,no,Experimental Results,tab:main,PC-GITA | Zero-shot Text,PC-GITA,Zero-shot Text,Parkinson's disease,0.52,PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L120_41,120,41,point,0.89,0.89,,2,,,,no,no,Experimental Results,tab:main,PC-GITA | Fine-tuned Audio,PC-GITA,Fine-tuned Audio,Parkinson's disease,0.89,PC-GITA & 1100 (100) & 0.56 & 0.52 & 0.89,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L121_14,121,14,integer,1270,1270.0,,0,,,,no,no,Experimental Results,tab:main,NeuroVoz | Clips (speakers) [clips],NeuroVoz,Clips (speakers) [clips],Parkinson's disease,1270 (107),NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L121_20,121,20,integer,107,107.0,,0,,,,no,no,Experimental Results,tab:main,NeuroVoz | Clips (speakers) [speakers],NeuroVoz,Clips (speakers) [speakers],Parkinson's disease,1270 (107),NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L121_27,121,27,point,0.70,0.7,,2,,,,no,no,Experimental Results,tab:main,NeuroVoz | Zero-shot Audio,NeuroVoz,Zero-shot Audio,Parkinson's disease,0.70,NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L121_34,121,34,point,0.54,0.54,,2,,,,no,no,Experimental Results,tab:main,NeuroVoz | Zero-shot Text,NeuroVoz,Zero-shot Text,Parkinson's disease,0.54,NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L121_41,121,41,point,0.90,0.9,,2,,,,no,no,Experimental Results,tab:main,NeuroVoz | Fine-tuned Audio,NeuroVoz,Fine-tuned Audio,Parkinson's disease,0.90,NeuroVoz & 1270 (107) & 0.70 & 0.54 & 0.90,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_16,122,16,integer,37,37.0,,0,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Clips (speakers) [clips],MDVR-KCL,Clips (speakers) [clips],Parkinson's disease,37 (37),MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_20,122,20,integer,37,37.0,,0,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Clips (speakers) [speakers],MDVR-KCL,Clips (speakers) [speakers],Parkinson's disease,37 (37),MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_27,122,27,point,0.71,0.71,,2,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Zero-shot Audio,MDVR-KCL,Zero-shot Audio,Parkinson's disease,0.71,MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_34,122,34,point,0.76,0.76,,2,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Zero-shot Text,MDVR-KCL,Zero-shot Text,Parkinson's disease,0.76,MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L122_41,122,41,point,0.70,0.7,,2,,,,no,no,Experimental Results,tab:main,MDVR-KCL | Fine-tuned Audio,MDVR-KCL,Fine-tuned Audio,Parkinson's disease,0.70,MDVR-KCL & 37 (37) & 0.71 & 0.76 & 0.70,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_15,125,15,integer,275,275.0,,0,,,,no,no,Experimental Results,tab:main,E-DAIC | Clips (speakers) [clips],E-DAIC,Clips (speakers) [clips],Major depressive disorder,275 (275),E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_20,125,20,integer,275,275.0,,0,,,,no,no,Experimental Results,tab:main,E-DAIC | Clips (speakers) [speakers],E-DAIC,Clips (speakers) [speakers],Major depressive disorder,275 (275),E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_27,125,27,point,0.84,0.84,,2,,,,no,no,Experimental Results,tab:main,E-DAIC | Zero-shot Audio,E-DAIC,Zero-shot Audio,Major depressive disorder,0.84,E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_34,125,34,point,0.82,0.82,,2,,,,no,no,Experimental Results,tab:main,E-DAIC | Zero-shot Text,E-DAIC,Zero-shot Text,Major depressive disorder,0.82,E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L125_41,125,41,point,0.86,0.86,,2,,,,no,no,Experimental Results,tab:main,E-DAIC | Fine-tuned Audio,E-DAIC,Fine-tuned Audio,Major depressive disorder,0.86,E-DAIC & 275 (275) & 0.84 & 0.82 & 0.86,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_15,128,15,integer,468,468.0,,0,,,,no,no,Experimental Results,tab:main,Pitt | Clips (speakers) [clips],Pitt,Clips (speakers) [clips],Alzheimer's disease,468 (227),Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_20,128,20,integer,227,227.0,,0,,,,no,no,Experimental Results,tab:main,Pitt | Clips (speakers) [speakers],Pitt,Clips (speakers) [speakers],Alzheimer's disease,468 (227),Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_27,128,27,point,0.66,0.66,,2,,,,no,no,Experimental Results,tab:main,Pitt | Zero-shot Audio,Pitt,Zero-shot Audio,Alzheimer's disease,0.66,Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_34,128,34,point,0.66,0.66,,2,,,,no,no,Experimental Results,tab:main,Pitt | Zero-shot Text,Pitt,Zero-shot Text,Alzheimer's disease,0.66,Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L128_41,128,41,point,0.77,0.77,,2,,,,no,no,Experimental Results,tab:main,Pitt | Fine-tuned Audio,Pitt,Fine-tuned Audio,Alzheimer's disease,0.77,Pitt & 468 (227) & 0.66 & 0.66 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_15,129,15,integer,237,237.0,,0,,,,no,no,Experimental Results,tab:main,ADReSSo | Clips (speakers) [clips],ADReSSo,Clips (speakers) [clips],Alzheimer's disease,237 (237),ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_20,129,20,integer,237,237.0,,0,,,,no,no,Experimental Results,tab:main,ADReSSo | Clips (speakers) [speakers],ADReSSo,Clips (speakers) [speakers],Alzheimer's disease,237 (237),ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_27,129,27,point,0.62,0.62,,2,,,,no,no,Experimental Results,tab:main,ADReSSo | Zero-shot Audio,ADReSSo,Zero-shot Audio,Alzheimer's disease,0.62,ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_34,129,34,point,0.55,0.55,,2,,,,no,no,Experimental Results,tab:main,ADReSSo | Zero-shot Text,ADReSSo,Zero-shot Text,Alzheimer's disease,0.55,ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L129_41,129,41,point,0.82,0.82,,2,,,,no,no,Experimental Results,tab:main,ADReSSo | Fine-tuned Audio,ADReSSo,Fine-tuned Audio,Alzheimer's disease,0.82,ADReSSo & 237 (237) & 0.62 & 0.55 & 0.82,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_15,130,15,integer,156,156.0,,0,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Clips (speakers) [clips],ADReSS-2020,Clips (speakers) [clips],Alzheimer's disease,156 (156),ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_20,130,20,integer,156,156.0,,0,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Clips (speakers) [speakers],ADReSS-2020,Clips (speakers) [speakers],Alzheimer's disease,156 (156),ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_27,130,27,point,0.62,0.62,,2,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Zero-shot Audio,ADReSS-2020,Zero-shot Audio,Alzheimer's disease,0.62,ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_34,130,34,point,0.75,0.75,,2,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Zero-shot Text,ADReSS-2020,Zero-shot Text,Alzheimer's disease,0.75,ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L130_41,130,41,point,0.77,0.77,,2,,,,no,no,Experimental Results,tab:main,ADReSS-2020 | Fine-tuned Audio,ADReSS-2020,Fine-tuned Audio,Alzheimer's disease,0.77,ADReSS-2020 & 156 (156) & 0.62 & 0.75 & 0.77,,AUC of Qwen2.5-Omni per dataset. Zero-shot audio and text take the recording and its transcript. Fine-tuned is the same model after retraining only its projector on speaker-disjoint folds.,
L136_137,136,137,range,0.56 and 0.71,0.56,0.71,2,2,,,no,no,Audio LLM performance,,,,,,"Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets,","Zero-shot, Qwen2.5-Omni stays between 0.56 and 0.71 on the Parkinson's and Alzheimer's sets, and only E-DAIC is higher (Table \reftab:main).",\subsectionAudio LLM performance We prompt Audio LLMs with a clinical question and a speech excerpt to perform zero-shot diagnosis.,,
L140_337,140,337,point,0.87,0.87,,2,,,,no,no,Audio LLM performance,,,,,,"reaches 0.87,","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",On E-DAIC the audio answer on the whole interview matches the answer from the whole transcript.,,
L140_396,140,396,point,0.86,0.86,,2,,,,no,no,Audio LLM performance,,,,,,"0.86,","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",On E-DAIC the audio answer on the whole interview matches the answer from the whole transcript.,,
L140_431,140,431,integer,30,30.0,,0,,s,,no,no,Audio LLM performance,,,,,,"which hears 30 s,","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",On E-DAIC the audio answer on the whole interview matches the answer from the whole transcript.,,
L140_438,140,438,point,0.63,0.63,,2,,,,no,no,Audio LLM performance,,,,,,0.63.,"Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",On E-DAIC the audio answer on the whole interview matches the answer from the whole transcript.,,
L140_493,140,493,point,0.66,0.66,,2,,,,no,no,Audio LLM performance,,,,,,"0.66 on the first 30 s,","The E-DAIC answer rises with the audio it hears: 0.66 on the first 30 s, which is mostly session setup, 0.72 on a middle 30 s, 0.81 on a middle five minutes and 0.84 on the whole interview, while the encoder probe never exceeds 0.63 on any window.","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",,
L140_511,140,511,integer,30,30.0,,0,,s,,no,no,Audio LLM performance,,,,,,"0.66 on the first 30 s,","The E-DAIC answer rises with the audio it hears: 0.66 on the first 30 s, which is mostly session setup, 0.72 on a middle 30 s, 0.81 on a middle five minutes and 0.84 on the whole interview, while the encoder probe never exceeds 0.63 on any window.","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",,
L140_549,140,549,point,0.72,0.72,,2,,,,no,no,Audio LLM performance,,,,,,"0.72 on a middle 30 s,","The E-DAIC answer rises with the audio it hears: 0.66 on the first 30 s, which is mostly session setup, 0.72 on a middle 30 s, 0.81 on a middle five minutes and 0.84 on the whole interview, while the encoder probe never exceeds 0.63 on any window.","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",,
L140_566,140,566,integer,30,30.0,,0,,s,,no,no,Audio LLM performance,,,,,,"0.72 on a middle 30 s,","The E-DAIC answer rises with the audio it hears: 0.66 on the first 30 s, which is mostly session setup, 0.72 on a middle 30 s, 0.81 on a middle five minutes and 0.84 on the whole interview, while the encoder probe never exceeds 0.63 on any window.","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",,
L140_573,140,573,point,0.81,0.81,,2,,,,no,no,Audio LLM performance,,,,,,"0.81 on a middle five minutes and 0.84 on the whole interview,","The E-DAIC answer rises with the audio it hears: 0.66 on the first 30 s, which is mostly session setup, 0.72 on a middle 30 s, 0.81 on a middle five minutes and 0.84 on the whole interview, while the encoder probe never exceeds 0.63 on any window.","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",,
L140_607,140,607,point,0.84,0.84,,2,,,,no,no,Audio LLM performance,,,,,,"0.81 on a middle five minutes and 0.84 on the whole interview,","The E-DAIC answer rises with the audio it hears: 0.66 on the first 30 s, which is mostly session setup, 0.72 on a middle 30 s, 0.81 on a middle five minutes and 0.84 on the whole interview, while the encoder probe never exceeds 0.63 on any window.","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",,
L140_674,140,674,point,0.63,0.63,,2,,,,no,no,Audio LLM performance,,,,,,while the encoder probe never exceeds 0.63 on any window.,"The E-DAIC answer rises with the audio it hears: 0.66 on the first 30 s, which is mostly session setup, 0.72 on a middle 30 s, 0.81 on a middle five minutes and 0.84 on the whole interview, while the encoder probe never exceeds 0.63 on any window.","Qwen3-Omni, which also hears the interviews whole, reaches 0.87, Audio Flamingo 3, which hears the first ten minutes, 0.86, and Qwen2-Audio, which hears 30 s, 0.63.",,
L143_81,143,81,integer,300,300.0,,0,,s,,no,yes,Audio LLM performance,,,,,,"With 300 s segments on depression,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L143_174,143,174,point,0.86,0.86,,2,,,,no,yes,Audio LLM performance,,,,,,"Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L143_182,143,182,point,0.84,0.84,,2,,,,no,yes,Audio LLM performance,,,,,,"0.84 and 0.83,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L143_193,143,193,point,0.83,0.83,,2,,,,no,yes,Audio LLM performance,,,,,,"0.84 and 0.83,","With 300 s segments on depression, Audio Flamingo 3, Qwen2.5-Omni and Kimi-Audio achieve AUC of 0.86, 0.84 and 0.83, respectively.",,,
L143_368,143,368,range,0.47 and 0.67,0.47,0.67,2,2,,,no,yes,Audio LLM performance,,,,,,where the transcript answer sits between 0.47 and 0.67;,"The audio answer beats the transcript answer only where there are few words to read, on Parkinson's read-speech, where the transcript answer sits between 0.47 and 0.67; on depression no model beats its own transcript. %Agreed, cutting it to two sentences: the recording-only floor and the age-matched check. -- MSL please add your comment to the comments not in the textt",,,
L147_125,147,125,point,0.92,0.92,,2,,,,no,yes,Probing Results,,,,,,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_142,147,142,point,0.96,0.96,,2,,,,no,yes,Probing Results,,,,,,"0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_163,147,163,point,0.89,0.89,,2,,,,no,yes,Probing Results,,,,,,"0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech,","Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
L147_197,147,197,point,0.78,0.78,,2,,,,no,yes,Probing Results,,,,,,and 0.78 on the Pitt Alzheimer's segments;,"Under nested layer selection the encoder probe reads 0.92 on PC-GITA, 0.96 on Neurovoz and 0.89 on MDVR-KCL read-speech, and 0.78 on the Pitt Alzheimer's segments; the same model's answers on the same clips read 0.54, 0.55, 0.66 and 0.62.",\subsectionProbing Results\labelsec:gap,,
