line_start,line_end,unit,status,ratio,new_numbers,text,best_base_text
226,226,sentence,added,0.437,0.74 0.77 0.81,"On the Pitt dataset the retrained projector reaches 0.77, the level of the answer-state probe of Section \refsec:gap, and 0.74 to 0.81 across three further seeds.","On E-DAIC the retrained projector lands near the probe range, consistent with a task the words carry and the voice does not."
226,226,sentence,added,0.372,0.45 0.5 0.57 0.82 0.90,"Its conflict arm stays at chance in every run (0.45 to 0.57, every interval including 0.5) while its agreement arm rises to 0.82 to 0.90, so the projector recovers the overall AUC through the arm the words already help.","On the Pitt conflict segments the fine-tuned answer stays at 0.52, while the agreement segments rise to 0.86."
226,226,sentence,added,0.351,,A class-balanced loss does not change this.,The model reads its Yes or No answer from that vector.
226,226,sentence,added,0.330,0.02 0.06 0.10 0.55 0.77 0.825 28 4.6 5.0 8,"Low-rank adaptation (LoRA) of the language model (rank 8, all attention projections of the 28 layers, 5.0 M trainable parameters against 4.6 M for the projector) reaches 0.825 on Pitt, 0.06 [0.02, 0.10] above the projector run, and 0.55 on its conflict segments, and training both together gives 0.77.","Audio Flamingo 2 is the only model whose audio encoder, CLAP , was not trained for speech recognition, so its transcription is limited."
226,226,sentence,edited,0.691,+0.02 -0.01 0.05 0.82,"On E-DAIC the retrained projector stays at the zero-shot level (+0.02 [-0.01, 0.05], and 0.82 with a second seed), consistent with a task the words carry more than the voice.","On E-DAIC the retrained projector lands near the probe range, consistent with a task the words carry and the voice does not."
226,226,sentence,added,0.379,0.22 0.59 0.67 0.96,"Retraining it on the E-DAIC pairs themselves lifts the conflict arm from 0.22 to 0.59 and lowers agreement from 0.96 to 0.67, so the language bias can be trained away only at the cost of the arm the words were carrying.","This yields 208 of the first kind and 280 of the second, each paired with an agreement segment from the same speaker: 483 pairs over 138 speakers, so that across the whole set the sentiment of the words does not predict the label."
226,226,sentence,edited,0.811,,"On Parkinson's speech the deficit sits in how the representation is read out rather than in the representation, since the signal is present at every depth and retraining the projector recovers it.","On Parkinson's and Alzheimer's the deficit sits in the readout rather than the representation, since the probe reads the signal at every depth and retraining the projector recovers it."
226,226,sentence,added,0.415,,On Alzheimer's what is recovered is at least partly lexical.,The Alzheimer's and E-DAIC sets stay below 0.64 on every such feature.
226,226,sentence,edited,0.815,,"The fine tuning is on Qwen2.5-Omni, and we release the segment lists, fold assignments, scripts and per-clip answer scores at \urlhttps://github.com/parw8649/audio-llm-utility-gap.","The direction test and the fine tuning are on Qwen2.5-Omni, and we release the segment lists, scripts and every clip's score\footnote\urlhttps://github.com/parw8649/audio-llm-utility-gap."
242,244,sentence,edited,0.952,,"\sectionConclusions In this paper, we showed how Audio LLMs could underperform when diagnosing three different clinical conditions.","\sectionConclusions In this paper, we showed how Audio LLM models could under-perform in diagnosing three different clinical conditions."
244,244,sentence,edited,0.716,,"To alleviate this problem and narrow the utility gap, we performed a supervised fine-tuning limited to the projector layer, keeping the rest of the model's weights frozen, resulting in a significant performance gain in AD and PD detection, but not in MDD, where the answer already follows the words.","To alleviate this problem and narrow the utility gap, we performed a supervised fine-tuning limited to the projector layer keeping the rest of the model's weights frozen \colorred resulting in a significant performance gain in AD and MDD detection. This work demonstrated that the hidden state representations carry necessary paralinguistic information in their representation and future work should focus on further narrowing the utility gap."
244,244,sentence,added,0.559,,"This work demonstrated that the hidden state representations carry the necessary paralinguistic information, and future work should focus on further narrowing the utility gap.","To alleviate this problem and narrow the utility gap, we performed a supervised fine-tuning limited to the projector layer keeping the rest of the model's weights frozen \colorred resulting in a significant performance gain in AD and MDD detection. This work demonstrated that the hidden state representations carry necessary paralinguistic information in their representation and future work should focus on further narrowing the utility gap."
245,246,sentence,edited,0.745,,\vspace2ptAcknowledgments. Research was sponsored by the ARO under Cooperative Agreement Number W911NF-25-2-0040 and the NIMH under Award Number R61MH135407.,\section*Acknowledgments Research was sponsored by the ARO and was accomplished under Cooperative Agreement Number W911NF-25-2-0040.
246,246,sentence,edited,0.756,,"The Pitt corpus was supported by NIA grants AG03705 and AG05133.\parCompliance with ethical standards. This study is a secondary analysis of existing recordings, all obtained under each distributor's data agreement.",\section*Compliance with Ethical Standards This study was a secondary analysis of existing recordings only acquired under each distributor's data agreement.
