row,seg_uid,clip,speaker,arm,pair_id,fold,p_yes,answer_mass,p_yes_sft,p_yes_rule3_literal,answer_mass_rule3_literal,prompt
240,c003184,conflict_440_c003184.wav,440,conflict,240,4,0.7550009580,0.9995244145,0.5926666260,0.7550008893,0.9995247424,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
241,c003187,conflict_440_c003187.wav,440,conflict,241,4,0.1067472223,0.9990315288,0.0637149960,0.1067472374,0.9990319461,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
242,c003207,conflict_440_c003207.wav,440,conflict,242,4,0.9604605077,0.9991045967,0.8962513804,0.9604604872,0.9991051145,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
243,c003208,conflict_440_c003208.wav,440,conflict,243,4,0.8597860903,0.9982390106,0.6926419735,0.8597860507,0.9982394725,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
244,c003216,conflict_441_c003216.wav,441,conflict,244,4,0.0675786288,0.9994780719,0.0420877263,0.0675786463,0.9994784743,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
245,c003217,conflict_441_c003217.wav,441,conflict,245,4,0.5626535245,0.9992256463,0.4532618821,0.5626534293,0.9992264509,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
246,c003232,conflict_441_c003232.wav,441,conflict,246,4,0.3632166601,0.9973464906,0.2173375189,0.3632166279,0.9973475635,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
247,c003268,conflict_443_c003268.wav,443,conflict,247,3,0.9338326914,0.9972858578,0.8962513804,0.9338325271,0.9972878844,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
248,c003308,conflict_445_c003308.wav,445,conflict,248,3,0.6714870557,0.9934006333,0.5156199336,0.6714873178,0.9934043288,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
249,c003314,conflict_445_c003314.wav,445,conflict,249,3,0.7832710131,0.9913590252,0.6584175229,0.7832710527,0.9913663566,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
250,c003318,conflict_445_c003318.wav,445,conflict,250,3,0.8454491636,0.9963079393,0.6992543936,0.8454489250,0.9963105470,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
251,c003330,conflict_446_c003330.wav,446,conflict,251,2,0.7894159693,0.9932265282,0.6513549089,0.7894157034,0.9932297319,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
252,c003345,conflict_447_c003345.wav,447,conflict,252,3,0.3940030251,0.9975793958,0.2068940550,0.3940028312,0.9975819290,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
253,c003355,conflict_447_c003355.wav,447,conflict,253,3,0.3262918426,0.9950626791,0.1294027269,0.3262916736,0.9950641990,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
254,c003356,conflict_447_c003356.wav,447,conflict,254,3,0.8526093950,0.9987977147,0.7122321725,0.8526093421,0.9987982661,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
255,c003357,conflict_447_c003357.wav,447,conflict,255,3,0.9711250235,0.9982592110,0.9263036847,0.9711249898,0.9982600436,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
256,c003363,conflict_447_c003363.wav,447,conflict,256,3,0.0642136174,0.9977952540,0.0321007073,0.0642136367,0.9977962300,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
257,c003365,conflict_448_c003365.wav,448,conflict,257,0,0.8355728427,0.9989901930,0.7122321725,0.8355727343,0.9989908934,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
258,c003366,conflict_448_c003366.wav,448,conflict,258,0,0.5623257372,0.9987320304,0.4148988128,0.5623256180,0.9987329841,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
259,c003369,conflict_448_c003369.wav,448,conflict,259,0,0.0759040912,0.9989800751,0.0503306314,0.0759041126,0.9989808723,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
260,c003374,conflict_448_c003374.wav,448,conflict,260,0,0.8520029129,0.9987083673,0.6926419735,0.8520028349,0.9987089485,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
261,c003378,conflict_448_c003378.wav,448,conflict,261,0,0.9689127762,0.9963487834,0.9566342235,0.9689126999,0.9963508304,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
262,c003388,conflict_448_c003388.wav,448,conflict,262,0,0.9975312481,0.9993644631,0.9964619279,0.9975312451,0.9993649442,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
263,c003395,conflict_448_c003395.wav,448,conflict,263,0,0.9689434240,0.9991966058,0.9539660811,0.9689433883,0.9991972577,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
264,c003397,conflict_448_c003397.wav,448,conflict,264,0,0.3209157319,0.9982730448,0.1871326864,0.3209156664,0.9982741773,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
265,c003413,conflict_449_c003413.wav,449,conflict,265,1,0.0203443905,0.9961461928,0.0119610988,0.0203444076,0.9961468186,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
266,c003457,conflict_451_c003457.wav,451,conflict,266,2,0.8995248174,0.9944741055,0.8438951373,0.8995246891,0.9944767654,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
267,c003469,conflict_451_c003469.wav,451,conflict,267,2,0.9772303896,0.9989733994,0.9683812261,0.9772303502,0.9989750255,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
268,c003471,conflict_451_c003471.wav,451,conflict,268,2,0.9199860090,0.9955489561,0.8376199603,0.9199858911,0.9955510274,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
269,c003474,conflict_451_c003474.wav,451,conflict,269,2,0.2699908788,0.9756063521,0.1329642385,0.2699911849,0.9756085575,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
270,c003475,conflict_451_c003475.wav,451,conflict,270,2,0.8460364885,0.9904613495,0.7431679368,0.8460363131,0.9904656410,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
271,c003477,conflict_451_c003477.wav,451,conflict,271,2,0.8606986815,0.9920046628,0.7185943723,0.8606983775,0.9920080602,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
272,c003490,conflict_452_c003490.wav,452,conflict,272,3,0.9852149057,0.9991997611,0.9770226479,0.9852148509,0.9992009057,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
273,c003491,conflict_452_c003491.wav,452,conflict,273,3,0.9742734784,0.9984314069,0.9496693611,0.9742734438,0.9984322377,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
274,c003495,conflict_452_c003495.wav,452,conflict,274,3,0.9528138092,0.9974130355,0.9124361873,0.9528137526,0.9974139705,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
275,c003496,conflict_452_c003496.wav,452,conflict,275,3,0.9959397195,0.9994351701,0.9928786159,0.9959397133,0.9994357149,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
276,c003532,conflict_454_c003532.wav,454,conflict,276,2,0.4398697811,0.9925891757,0.3140505552,0.4398695582,0.9925929308,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
277,c003533,conflict_454_c003533.wav,454,conflict,277,2,0.4851333041,0.9935720563,0.3345894516,0.4851330606,0.9935748279,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
278,c003538,conflict_454_c003538.wav,454,conflict,278,2,0.9899253847,0.9970847517,0.9833430052,0.9899252406,0.9970883289,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
279,c003585,conflict_457_c003585.wav,457,conflict,279,2,0.0149778417,0.9954836722,0.0083804540,0.0149778665,0.9954856336,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
280,c003590,conflict_457_c003590.wav,457,conflict,280,2,0.0180330208,0.9971575085,0.0111580305,0.0180330642,0.9971588273,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
281,c003591,conflict_457_c003591.wav,457,conflict,281,2,0.0040421343,0.9940875652,0.0018315102,0.0040421497,0.9940894358,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
282,c003593,conflict_457_c003593.wav,457,conflict,282,2,0.0806231069,0.9913206920,0.0503306314,0.0806232472,0.9913246036,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
283,c003654,conflict_461_c003654.wav,461,conflict,283,1,0.5927888381,0.9970837235,0.3998116553,0.5927885942,0.9970855415,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
284,c003661,conflict_461_c003661.wav,461,conflict,284,1,0.0421170867,0.9968647398,0.0271692332,0.0421171334,0.9968658462,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
285,c003668,conflict_461_c003668.wav,461,conflict,285,1,0.9670173745,0.9980021790,0.9416541457,0.9670173145,0.9980034120,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
286,c003670,conflict_461_c003670.wav,461,conflict,286,1,0.9627427523,0.9981682859,0.9314625263,0.9627426746,0.9981696047,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
287,c003708,conflict_463_c003708.wav,463,conflict,287,0,0.6078072020,0.9975598752,0.3998116553,0.6078070574,0.9975607991,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
288,c003710,conflict_463_c003710.wav,463,conflict,288,0,0.5312732972,0.9971528053,0.2877678275,0.5312731160,0.9971538186,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
289,c003726,conflict_464_c003726.wav,464,conflict,289,1,0.0191375632,0.9954156950,0.0134282550,0.0191375802,0.9954165630,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
290,c003731,conflict_464_c003731.wav,464,conflict,290,1,0.0229988169,0.9977052007,0.0159063917,0.0229988387,0.9977059551,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
291,c003741,conflict_464_c003741.wav,464,conflict,291,1,0.0447192138,0.9964656979,0.0302145891,0.0447192308,0.9964671507,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
292,c003755,conflict_465_c003755.wav,465,conflict,292,1,0.0179960772,0.9957775604,0.0109023731,0.0179960987,0.9957788568,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
293,c003761,conflict_465_c003761.wav,465,conflict,293,1,0.0421255875,0.9931634888,0.0255652126,0.0421256332,0.9931645319,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
294,c003766,conflict_465_c003766.wav,465,conflict,294,1,0.1009500956,0.9939964786,0.0518454723,0.1009501409,0.9939976558,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
295,c003767,conflict_465_c003767.wav,465,conflict,295,1,0.0203443375,0.9956145585,0.0120537793,0.0203443657,0.9956153780,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
296,c003768,conflict_465_c003768.wav,465,conflict,296,1,0.1260681732,0.9942820072,0.0758581758,0.1260682281,0.9942832291,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
297,c003771,conflict_465_c003771.wav,465,conflict,297,1,0.0103344522,0.9973467775,0.0072890776,0.0103344658,0.9973472729,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
298,c003828,conflict_467_c003828.wav,467,conflict,298,4,0.1825135995,0.9972658753,0.0900929943,0.1825136248,0.9972666353,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
299,c003830,conflict_467_c003830.wav,467,conflict,299,4,0.6372565275,0.9966987073,0.4378235042,0.6372564559,0.9966996610,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
300,c003835,conflict_468_c003835.wav,468,conflict,300,0,0.1329971815,0.9980924129,0.0826973394,0.1329972127,0.9980934113,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
301,c003844,conflict_468_c003844.wav,468,conflict,301,0,0.0066937325,0.9987688023,0.0042646346,0.0066937366,0.9987691664,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
302,c003845,conflict_468_c003845.wav,468,conflict,302,0,0.5003208312,0.9965344667,0.2689414322,0.5003207559,0.9965359271,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
303,c003865,conflict_469_c003865.wav,469,conflict,303,4,0.1192525957,0.9990946129,0.0803574696,0.1192526105,0.9990952387,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
304,c003873,conflict_469_c003873.wav,469,conflict,304,4,0.9966300001,0.9996941043,0.9956685305,0.9966299974,0.9996947050,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
305,c003874,conflict_469_c003874.wav,469,conflict,305,4,0.9890282830,0.9993984783,0.9848109484,0.9890282822,0.9993990818,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
306,c003878,conflict_469_c003878.wav,469,conflict,306,4,0.9242702182,0.9991270155,0.8479677439,0.9242701740,0.9991275147,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
307,c003882,conflict_469_c003882.wav,469,conflict,307,4,0.9975384519,0.9998368733,0.9972423315,0.9975384518,0.9998371124,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
308,c003883,conflict_469_c003883.wav,469,conflict,308,4,0.9954171938,0.9997054986,0.9944451451,0.9954171901,0.9997061011,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
309,c003896,conflict_470_c003896.wav,470,conflict,309,2,0.1069689799,0.9940875769,0.0726367012,0.1069690605,0.9940893352,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
310,c003901,conflict_470_c003901.wav,470,conflict,310,2,0.1069068846,0.9925412461,0.0583458357,0.1069068966,0.9925440624,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
311,c003907,conflict_470_c003907.wav,470,conflict,311,2,0.3352823217,0.9908579588,0.1801066548,0.3352821759,0.9908607006,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
312,c003911,conflict_470_c003911.wav,470,conflict,312,2,0.1128876719,0.9827486798,0.0408457182,0.1128877306,0.9827497527,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
313,c003914,conflict_470_c003914.wav,470,conflict,313,2,0.0085847391,0.9938167008,0.0042979387,0.0085847506,0.9938173136,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
314,c003927,conflict_471_c003927.wav,471,conflict,314,4,0.6077651558,0.9918113649,0.3174262941,0.6077651253,0.9918121994,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
315,c003929,conflict_471_c003929.wav,471,conflict,315,4,0.2815391847,0.9972507954,0.1480471939,0.2815391040,0.9972519279,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
316,c003932,conflict_471_c003932.wav,471,conflict,316,4,0.2227873403,0.9979494810,0.1294027269,0.2227873216,0.9979503006,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
317,c003942,conflict_472_c003942.wav,472,conflict,317,3,0.9690190874,0.9984858297,0.9381240010,0.9690190595,0.9984874576,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
318,c003944,conflict_472_c003944.wav,472,conflict,318,3,0.8444974441,0.9976164401,0.7549149990,0.8444973975,0.9976174831,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
319,c003946,conflict_472_c003946.wav,472,conflict,319,3,0.6234124338,0.9987350702,0.4921881258,0.6234122904,0.9987363517,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
320,c003970,conflict_474_c003970.wav,474,conflict,320,1,0.0124374228,0.9965078617,0.0081247091,0.0124374342,0.9965088991,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
321,c003971,conflict_474_c003971.wav,474,conflict,321,1,0.0311620824,0.9956653584,0.0188331306,0.0311621052,0.9956663046,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
322,c003972,conflict_474_c003972.wav,474,conflict,322,1,0.0149642549,0.9980169339,0.0122412760,0.0149642720,0.9980180403,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
323,c003974,conflict_474_c003974.wav,474,conflict,323,1,0.0351683401,0.9969336763,0.0222861879,0.0351683626,0.9969346263,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
324,c003978,conflict_474_c003978.wav,474,conflict,324,1,0.1193119065,0.9955368415,0.0656048283,0.1193119350,0.9955382273,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
325,c003996,conflict_476_c003996.wav,476,conflict,325,2,0.7889776408,0.9972026348,0.6224593520,0.7889772328,0.9972046614,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
326,c004000,conflict_476_c004000.wav,476,conflict,326,2,0.1013444679,0.9935521409,0.0583458357,0.1013445409,0.9935541451,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
327,c004005,conflict_476_c004005.wav,476,conflict,327,2,0.0601255567,0.9969821721,0.0316187665,0.0601255653,0.9969837032,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
328,c004026,conflict_477_c004026.wav,477,conflict,328,0,0.9526120600,0.9992638491,0.9073122740,0.9526120187,0.9992643930,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
329,c004028,conflict_477_c004028.wav,477,conflict,329,0,0.9553301744,0.9992378429,0.8962513804,0.9553301281,0.9992383905,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
330,c004033,conflict_477_c004033.wav,477,conflict,330,0,0.9841017723,0.9993625265,0.9719924927,0.9841017542,0.9993630294,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
331,c004034,conflict_477_c004034.wav,477,conflict,331,0,0.8809078493,0.9990261123,0.7826625109,0.8809078005,0.9990266412,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
332,c004035,conflict_477_c004035.wav,477,conflict,332,0,0.9883333663,0.9995018318,0.9790357351,0.9883333523,0.9995023888,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
333,c004044,conflict_478_c004044.wav,478,conflict,333,1,0.5159366682,0.9964182079,0.2877678275,0.5159365603,0.9964193404,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
334,c004055,conflict_478_c004055.wav,478,conflict,334,1,0.2228820759,0.9950587600,0.1460872442,0.2228821084,0.9950599521,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
335,c004058,conflict_478_c004058.wav,478,conflict,335,1,0.5930639977,0.9922339618,0.3557748795,0.5930638569,0.9922353029,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
336,c004083,conflict_480_c004083.wav,480,conflict,336,3,0.8184811519,0.9975679815,0.6859494448,0.8184808989,0.9975693822,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
337,c004093,conflict_480_c004093.wav,480,conflict,337,3,0.1010951530,0.9985043034,0.0637149960,0.1010951598,0.9985056370,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
338,c004143,conflict_482_c004143.wav,482,conflict,338,0,0.9944567992,0.9994191802,0.9905874133,0.9944567901,0.9994197288,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
339,c004226,conflict_485_c004226.wav,485,conflict,339,4,0.8081221806,0.9985662103,0.6584175229,0.8081221167,0.9985667318,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
340,c004237,conflict_486_c004237.wav,486,conflict,340,3,0.9787094140,0.9988837261,0.9669140577,0.9787093960,0.9988841098,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
341,c004262,conflict_487_c004262.wav,487,conflict,341,2,0.2694194880,0.9771437049,0.1112412065,0.2694195534,0.9771450162,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
342,c004281,conflict_488_c004281.wav,488,conflict,342,1,0.6518053396,0.9940894246,0.5000000000,0.6518053259,0.9940911829,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
343,c004282,conflict_488_c004282.wav,488,conflict,343,1,0.1192845975,0.9932470992,0.0695417449,0.1192846961,0.9932480901,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
344,c004283,conflict_488_c004283.wav,488,conflict,344,1,0.3778045252,0.9942244887,0.2281564921,0.3778045065,0.9942258000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
345,c004284,conflict_488_c004284.wav,488,conflict,345,1,0.9047821289,0.9970293790,0.8175744414,0.9047820716,0.9970308915,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
346,c004293,conflict_488_c004293.wav,488,conflict,346,1,0.8872971857,0.9976194650,0.7981867790,0.8872970812,0.9976205230,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
347,c004294,conflict_488_c004294.wav,488,conflict,347,1,0.3632783877,0.9967117906,0.2018132210,0.3632782930,0.9967129529,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
348,c004295,conflict_488_c004295.wav,488,conflict,348,1,0.5929853541,0.9961666763,0.4073334336,0.5929851364,0.9961680472,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
349,c004304,conflict_489_c004304.wav,489,conflict,349,1,0.0447342882,0.9958677590,0.0293122306,0.0447343187,0.9958689138,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
350,c004351,conflict_492_c004351.wav,492,conflict,350,0,0.0097096072,0.9989641570,0.0069038384,0.0097096120,0.9989645230,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
351,c004422,conflict_603_c004422.wav,603,conflict,351,3,0.9914777015,0.9985034745,0.9830850959,0.9914776704,0.9985045278,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
352,c004430,conflict_603_c004430.wav,603,conflict,352,3,0.9868853073,0.9982770644,0.9755768776,0.9868852192,0.9982782407,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
353,c004434,conflict_603_c004434.wav,603,conflict,353,3,0.9973587793,0.9990474654,0.9968273044,0.9973587647,0.9990481972,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
354,c004435,conflict_603_c004435.wav,603,conflict,354,3,0.9369480044,0.9955032542,0.8633915782,0.9369478043,0.9955042303,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
355,c004438,conflict_603_c004438.wav,603,conflict,355,3,0.8676813973,0.9943117648,0.7310585380,0.8676806927,0.9943140149,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
356,c004454,conflict_605_c004454.wav,605,conflict,356,4,0.0675634742,0.9977823645,0.0356785543,0.0675634814,0.9977831393,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
357,c004488,conflict_608_c004488.wav,608,conflict,357,4,0.0803856864,0.9983265474,0.0384661928,0.0803856899,0.9983275235,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
358,c004498,conflict_608_c004498.wav,608,conflict,358,4,0.0396464782,0.9984265529,0.0216153339,0.0396464927,0.9984271266,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
359,c004506,conflict_608_c004506.wav,608,conflict,359,4,0.1561707204,0.9959372282,0.0792103261,0.1561707317,0.9959383011,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
360,c004508,conflict_608_c004508.wav,608,conflict,360,4,0.0179894066,0.9981685523,0.0103281531,0.0179894178,0.9981691707,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
361,c004509,conflict_608_c004509.wav,608,conflict,361,4,0.8670943153,0.9993584007,0.7606506944,0.8670942565,0.9993587434,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
362,c004510,conflict_608_c004510.wav,608,conflict,362,4,0.8520195044,0.9985571206,0.7122321725,0.8520194391,0.9985576868,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
363,c004511,conflict_608_c004511.wav,608,conflict,363,4,0.2337558945,0.9981651455,0.1192029193,0.2337558743,0.9981657416,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
364,c004531,conflict_609_c004531.wav,609,conflict,364,0,0.9972011118,0.9997593912,0.9953904152,0.9972011098,0.9997597518,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
365,c004532,conflict_609_c004532.wav,609,conflict,365,0,0.9983074294,0.9996563712,0.9980429411,0.9983074273,0.9996570300,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
366,c004533,conflict_609_c004533.wav,609,conflict,366,0,0.9966443662,0.9996533201,0.9949396849,0.9966443632,0.9996537417,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
367,c004534,conflict_609_c004534.wav,609,conflict,367,0,0.9991464171,0.9996633484,0.9989677668,0.9991464160,0.9996639460,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
368,c004554,conflict_612_c004554.wav,612,conflict,368,2,0.9554813303,0.9984057918,0.9046505094,0.9554812461,0.9984072521,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
369,c004562,conflict_612_c004562.wav,612,conflict,369,2,0.0535172138,0.9946185350,0.0271692332,0.0535172460,0.9946199544,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
370,c004587,conflict_615_c004587.wav,615,conflict,370,4,0.5158109316,0.9980588555,0.3345894516,0.5158108260,0.9980598688,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
371,c004594,conflict_615_c004594.wav,615,conflict,371,4,0.0851234754,0.9984685034,0.0420877263,0.0851234826,0.9984690323,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
