id,speaker,arm,p_yes,answer_mass,wav_sha256_1mb,n_samples_scored,prompt
c002629,416,conflict,0.2121980914,0.9953344017,5d88df6b09d63f0910fd3c7ebe1475a07ff067a773822fc295fb054d091288cd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002637,416,conflict,0.7060016205,0.9972476661,9b675e94e92943f4d290c93a7ad204d2d389dcc393544c6983ac487fd1e36cf5,313600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002699,419,conflict,0.1067670517,0.9956108183,22ddd1d41f24956461da36d4e5f8c2a286cfa37a5852e7c72ddb5ce11730cd0e,377600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002705,419,conflict,0.2122045887,0.9964523166,7b0faa48fb4dd248916c9654b7780e4184753f9e8a2942dcc3718de69fb9c666,268800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002714,419,conflict,0.2815388678,0.9952173829,9b165ca976a2a2f072da151324774b96ec07058edec358b024847ad4657299bc,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002722,420,conflict,0.0954349996,0.9972916991,b671e814071eb7d1a836a0f2d39b76f249bd068d37af7881d113c93c9922b0da,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002727,420,conflict,0.5470675720,0.9958041310,f0b056d53d14c49b9b6c8c810f132c5b756d7037afdf34c7b6c130683ba2fdeb,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002737,420,conflict,0.5930122609,0.9935752153,f52ca198b79259410bfda3393220664f62b90ffa468e23aa9720746077f756c9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002811,423,conflict,0.5624008311,0.9960947335,9a43fae4497600da1099da4f27674636ce978fdbef6554b0dbcbdbcdd87921d5,299200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002816,423,conflict,0.4535708067,0.9960657358,9b5cc6b3b90ec97018abe1e60483524747b2eedc66fc66891519f7fd8aea924c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002822,423,conflict,0.2121763137,0.9959397614,a455f978fd0ab61c9c12ff39dc9688efca070a4fa59afc53b396dd5a5286281a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002838,424,conflict,0.3075779322,0.9955814779,70c84079725b137f33acf4de08a06d7d731512b43be42385a974ba41b0e5e973,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002843,424,conflict,0.7189409563,0.9967624545,6a6c7a6d917f6337bc9246a3fd9399f084b1dab38f291e62c4320e10a3f98639,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002883,426,conflict,0.1826132971,0.9957371652,b735169196b1f4851614d1067d60b15e0b858df26e6aac807dbc068269b09b4b,388800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002893,426,conflict,0.2943784467,0.9965804219,c583242a8a44e34a059574b6f21dfd9de5323399bfea9efc72a3b96be55bdabe,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002921,428,conflict,0.1921411986,0.9961849600,9106f8714822a8c1f1627a2a81fd8bb64c6ccb70c57d38dacf276e1c07bc59f8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002925,428,conflict,0.3077515549,0.9957788289,14e4e8e606c2ce5902421931ab6a5f03c56e58a3509fc1c9b4c9c219ee6f618d,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002942,429,conflict,0.1405314742,0.9965045154,d1712bb2917baab1f9860701d0738efd3d25a795fe4b6bcd76b802c79b857e4e,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002947,429,conflict,0.3489463062,0.9964207709,db5205a282d7ab3d3a2e04bdc779bfeb53743ddc390aad1506497612c2e080e5,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002953,429,conflict,0.1481300707,0.9969683886,d2ea7b3470755c459e3ae736234fcf3d5e8ca6472c8b8850cd320699d20da47e,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002966,430,conflict,0.5777451376,0.9964900315,63b61c7235eda96ff5ad36bad53c610c54714a9a1ec32390522f5b4efeac40dd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002973,430,conflict,0.9579594608,0.9983768687,84b85903eab73e802334a00363338e4df46ace502b29987013bc626bd8c53b5f,380800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c002985,431,conflict,0.3778350675,0.9958311319,f25e0cddc7c169b567366f0e352253b59340aa2f1cbf10892bc0dee1dedd7a48,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003002,432,conflict,0.4847348144,0.9965295196,9c2c2911785ce24a7718853dc845f5b2b1d39c4353eba2aa81e73cade9857aad,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003037,434,conflict,0.2338895641,0.9951229841,6594b67cc90625c7aae49a00f3920b7a5840f2b0bc00807b60ed2978ad1019eb,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003042,434,conflict,0.2691295246,0.9944482148,0ea1d734db0368392a9afb137e48a0e76b2b014a02ef0b6a77988ef181502c1a,411200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003050,434,conflict,0.6080104296,0.9951745272,50565e6f50d3b89dc6d10d10a7e1b936a77286edcd4ddc5103925e9b7a1fe2ef,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003059,434,conflict,0.1260327707,0.9954865873,1cc830731c36083a8c1e253bb30dc9c3bfa2ed9bd14194826bbbf712554847dd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003089,436,conflict,0.1404512708,0.9967214316,ac6af6e51a89c3b025ffbcde4d102b65e4c89bb5f96611a5a9b07d403c7653be,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003098,436,conflict,0.3076592462,0.9947531223,fdf20f565143a8f3affeb22f804b7871b3a07e5717ab368efb0797a83936f9a1,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003105,436,conflict,0.1129222602,0.9955339506,88ce1dd8ed1ac29f1307fc70e4448ab7a072b6c648343d0e1c038215221fdc12,398400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003113,437,conflict,0.3489164519,0.9965855479,71f5f00b60fb1d2455d3aa2d1a1833b478c2d77ff3b82f3fd6efbe2b44fc20e6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003118,437,conflict,0.2339464183,0.9954330623,4b2dfc40554b79216a34e48afe4130f0f6f0f9f5153a158aa4fc0fcdf8163c12,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003136,438,conflict,0.2339021784,0.9959471971,0ad02fe8c94a0f1310baea3be0717685c7e0d497288b7290a694716382403b9e,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003145,438,conflict,0.1260399427,0.9946858287,705fd1e6bcaa08303b9213f7cba7acf0303f725f24b4be01680cbdeb8203de79,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003167,439,conflict,0.1826010265,0.9960667640,a80ad001ff8aa175c59089a57847b66063d1ff617feb419a1b5729a34ceb69cc,395200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003173,439,conflict,0.2690957912,0.9977250397,43cc2bd1af6145800dd1ffd4dab71afb268ed091d043a4aad4adc6752187bbde,337600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003179,439,conflict,0.2691310419,0.9970842004,29485da68b43ab39af069b595d57bc79dfddda31de6cf27dd30713fad1207206,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003187,440,conflict,0.1330588556,0.9963867068,0558ea79ace82c4a41f47caf8d4264d454030b053c6d845ca9501147597d3dc6,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003191,440,conflict,0.1331029604,0.9962269366,e9c1a8501177114e1ba8f92337161cd2511e8b68dc9eb7803f2a5bcfec6f227a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003208,440,conflict,0.4228765308,0.9943411350,f7efcf28fc08829c40982fe0cd8f75560a27274800d65e1b0648d98d466e9c0a,340800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003216,441,conflict,0.0566937251,0.9982892685,6a2f74f5b1a45ae3f7c1bc38c5e1bd626631b83f4aa48a3d191332c67a286850,449600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003237,441,conflict,0.3631278213,0.9964979589,3900955929dd3e98ad3b63dc743b2e72c52ba76a0b65a78ff72ce544367b6667,190400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003266,443,conflict,0.5160323363,0.9947915077,7f8d8a949ea3f2eeb2de92ab9752ac94001c622b48101b0c545a89e0a97c48f1,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003308,445,conflict,0.8992093819,0.9979855120,566decb8311d9f7a8b584b164cf0016486201efe2cb38a5d033f9948f9092c48,360000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003320,445,conflict,0.3347648415,0.9971941113,dfe667ede27e78695e921e1cbec65e77a838b1c4dbf384ab61d2503a9b9b32df,140800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003331,446,conflict,0.2815761890,0.9956352115,e50acdd7ba094723c401fd6440076b4d9cf7974beb002b83778abd6213f57af1,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003350,447,conflict,0.3778155989,0.9948868155,c12f5a0344be075313c73c7fc7584f108fa9c2f6715d41254a000f45d94de518,230400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003355,447,conflict,0.6656543795,0.9972113371,e8d067b8d590e264eac06ef15fe0973dd0e35e8b5fe4621d17e6652a8fd1d2d5,459200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003364,447,conflict,0.2452078865,0.9965102077,620037cb2b1bc06426155d1a0ef2e5c9c4a3cde22f2b8af2940e674787895465,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003369,448,conflict,0.1646315999,0.9962545484,6b24ead3c4dca85c9148bedfc3c08fe1a36fc81b308c3a51d90ab9d9413de2a0,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003377,448,conflict,0.8522336177,0.9979913086,2a9ce4e7667686fe3bf26c892052fd99220d47104af54ece7179d88d5bd68a3f,344000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003386,448,conflict,0.4075778574,0.9938707054,783192735b42ae3fb21f9b72391fc862d73138323b3a67388eba10dac7fe196a,446400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003392,448,conflict,0.4690434682,0.9965882897,b068fd4d9c776f5046d9121ca2826c2baeb981aa38705605325299ad00aa5bad,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003405,449,conflict,0.1192828394,0.9957373366,cdb89beda5e8ab64c5505285c6c1caaf37056a128b3a0b48331c9a751341562e,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003413,449,conflict,0.2569822937,0.9950759113,a55ebd5c4ff616ec7bc35e344bc0d992c81b7f0e89e83f41cb5f8c27ef792ede,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003422,449,conflict,0.3487933739,0.9978893995,461091d0b0f2c2861d38054f96e6580d3972bb2e990651918bf4dba805a9adc2,280000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003468,451,conflict,0.1193141584,0.9943463951,99cdecce44cb5f74f392bca5b5dd49b7e7eaa099ef38a32f79ff4c4e94dc7a8a,332800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003474,451,conflict,0.4535723649,0.9951828420,da484056bfafb1fde5d44bfc5d7ad3c3ac57b96bd5051b545f0154d9738ef944,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003480,451,conflict,0.2338770003,0.9962211549,e4b1d28f98d50afc4a1a27ee6e34070552b7d9a8ec8bb4ab7903ab9bf675f879,272000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003491,452,conflict,0.3350746290,0.9944857657,4695f439c6a95e06d642b3ddcbf716655afb1f2ad016d16d1c5858af455e1564,424000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003501,453,conflict,0.0534503105,0.9975503497,931372eb85f3001cd164732249c896b1a7438701ef1bd1a16180a7983d9c083c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003509,453,conflict,0.7188041121,0.9972911179,94f71618ad742d86f8435f6ff593a7075fa9a278b4e7301b6c510a97c1194698,187200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003517,453,conflict,0.7061627787,0.9916231334,5c55a30067120e150adc67e29e84b59b6b9cd1c37572bb318d44980c7cc0fc2d,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003526,454,conflict,0.1330906170,0.9959430248,7f956475639634f5561819516b3845bd0d0568ae7f26cf2c74f6462a7f112e00,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003533,454,conflict,0.2816831706,0.9958710372,142e7ada4fb117b12155f08c6e9908538f7d72b95fb11cc2775f3a8628284d14,339200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003585,457,conflict,0.2570414087,0.9956555367,3f819a3ecae48ae89d4b8e03c5e0fb25f7b2b22615a3ace7fb480bcdec1518cf,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003599,457,conflict,0.1331093787,0.9972759783,a0665b5a55dc49dd423fcda3841e9a7cf95b5183d89487b5ed93090dfc1312e1,388800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003670,461,conflict,0.1645960473,0.9975945950,98447a07465b0ebb245a9bd23e8ecfce7180941446dfeee969fc5c46561258a9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003708,463,conflict,0.8082906994,0.9975250363,b310aae6e7057e73a91f5616711d9b5483afc33f4d174d1f10d88962e2f79c80,350400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003725,464,conflict,0.1260219220,0.9951258004,84d214316fd73311515fba617314c5ef2b216f3fa44d611783c0f6fa41fde5a8,366400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003737,464,conflict,0.6655402460,0.9954562187,f33b4f9bde548b16f88a8a1e8f05fecb82e4899c8ca27c1b3e4a25fa0e618b8b,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003751,465,conflict,0.0716567902,0.9961055219,ad761c8bf06505f66b2668674c1c869b82bd16a80f498dcc7c40d9630fe34927,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003755,465,conflict,0.1260460286,0.9953518510,8c9a0f703fc2572f2a3c6d75cca7813abbb29753f113001f030d346653a55c27,388800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003765,465,conflict,0.0901734370,0.9969286770,adec57aaff78d75ab04444e9e0ead4191f86d091f5fd0fe909c85e869d74d25f,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003771,465,conflict,0.1825474748,0.9948840141,5831fb1c96f960780b6b2168fcf93d7f6d1778a2b54b647fbc57182081d4b861,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003823,467,conflict,0.4077789556,0.9955633879,39b5422915ec7f27520c901da25b6bcb257115316a594cc887fa62ff5719b68c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003832,467,conflict,0.2452735953,0.9961334616,6121ede81c1742d680b50eaea87c534d9b796bd38ed1794564f322fa50fb8e75,374400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003844,468,conflict,0.3210464349,0.9952607453,ee3d96470b265cb5eaf1a30415e79d763baa38cf9bf9aee40a6fa8c2ae81c04f,465600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003863,469,conflict,0.1921140645,0.9972242415,e3197ab6854939e88da62e4018526a56fc18466eaf824108a0b8a337c37bd0d6,377600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003873,469,conflict,0.3075536031,0.9969755709,db6b0e0d31aee5f5e1e44539d63e475cada5e563fabee2b8f6f7e817e1317a84,289600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003882,469,conflict,0.5778520619,0.9958694279,9f14d1d2dc71617e446ab2cc7e61cbcf3808298a9e12ebbb9c4f44d067651909,462400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003888,469,conflict,0.1646131009,0.9970977455,fd49e73d9cb6d226d9248c6350ac0bfc98e8bbc863bf35e31099c3dd51c56417,412800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003901,470,conflict,0.5002868183,0.9959971011,08ab7b94de9d57fab3d4d03c2a22d2fb48bc5363f7debc9936945c523b1ab584,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003908,470,conflict,0.5314528274,0.9976802170,07e0322b84960cbe8c1067e40c82d5a3ee0debb607a58cfaa4fcfb2e6b6fd89c,376000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003920,471,conflict,0.1067667763,0.9976148531,66fb9b60ebee2b3bec13207a716eb059c8fd5ca3cce1b2c67af83b9d0d5cfa6a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003927,471,conflict,0.8873048665,0.9960683584,f533ffd734e3a075f9a72c286e23a6a73cc6ef198a3356d2449f8b8adde8fc29,464001,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003946,472,conflict,0.3777881566,0.9973517060,9f27c62b8253489e3e45983817f4c12643aced6ba392a07a3f38a888ac471d40,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003970,474,conflict,0.2122188990,0.9967887253,08c4368e369e08b734206ce2233d13710875ac14a90ceef7ed78adf95ba1c784,275200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003974,474,conflict,0.5003567912,0.9965396821,47941226c34ef453226e13b506c5c709cafa2b395c698e24d459d8b1853912df,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c003996,476,conflict,0.5624029633,0.9975970685,4ef1846d13c40d2dc65b9f3bed98ac9c97bad97028f416f03887c510468b1b86,444800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004006,476,conflict,0.3632048158,0.9967116714,7aabe956e3d9bb69e4ea922a7119c183d2890ef2091c188ccec0b48ba3ae2c1d,417600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004018,477,conflict,0.4535915988,0.9972023368,6110abf3632794c2119082d47fc1eca4f4d2dd5a8cc7721ab34a49ea389b6a5d,345600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004025,477,conflict,0.1562129197,0.9947585464,35bddcddd2d3ac5c851ba9875572ed269513d3e1e8a6e951765344aca6411361,256000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004034,477,conflict,0.1330560062,0.9965839833,2a0c2e7c50ed31fdf409ab9bc9a667647960864fd9d6a2e485e3bc8506182dac,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004045,478,conflict,0.1825480919,0.9962996840,5509ed07396a4287c2b48eeb126a598783229c4071c4240e606bde0c11b7de3f,376000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004052,478,conflict,0.3925736406,0.9957868159,f9ab2c88461ffe5d8451d94fc5e38548b8db35086726e2b2acb3c82094c15d73,374400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004086,480,conflict,0.4076004542,0.9956172705,d22611dc9276c3ab6a5a05b41534cdc453ab2ac480585ed112f189527a0bb3bd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004134,482,conflict,0.1921315050,0.9948637784,81d9838ee153f16b22f68f06b227259fb775aa8e436da96480853d88d31752be,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004142,482,conflict,0.1404382287,0.9958391041,3354f7dfb0dde5089017afac048cd8d9a5b314c3b8cce2f6bf3e9580bda8f7dd,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004146,482,conflict,0.2569771019,0.9946171641,8195c6470b625e8065ff7e14b4c6a4158386f93f4d01e684f058ffb0b60576cb,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004154,482,conflict,0.1646497437,0.9971020967,f76716f8d9cead733d668ae9c9f79b932bbfe6ad6aad960c70cafccae67a0368,464000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004226,485,conflict,0.6656385895,0.9973752201,2052b7733e47657d747aabf771917b31d4dbae2056f6a8b5429030490466a042,214400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004233,486,conflict,0.1482310044,0.9942148626,16dba9709274a3049b86ce09da2b712f82f0d48b19f20a8e9a597c5be1a76826,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004242,486,conflict,0.1734218886,0.9965012521,0751c4e4889e20889a876a83f26d27b2089369f232ae37750ca4afe7b2c5400e,398400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004252,487,conflict,0.3777023031,0.9969727397,3d95fcd81b290b82a3f342084641be1d1b6f264ffc02a2ab4f43373b898cc262,272000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004258,487,conflict,0.1734887065,0.9956489205,1ecf683d5f235ea0d066875094bde70f0502d2d1ff33aaf46eb8b610bf71f1ad,456000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004273,487,conflict,0.4228474794,0.9958027005,2b91abd0f4186e09fd7e1542c814337cff92d297551f10e6a8ae6c6fbf2c532c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004281,488,conflict,0.2692397390,0.9950946867,4852a83e58b54f38a49ce965f8a5edd524a96119a77e114453c8813e92f5c35a,433600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004289,488,conflict,0.1404796698,0.9966686517,c8ba10908831eac2779d0f329cdc04aa97ab96797abbbbdd278060f6362c26aa,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004296,488,conflict,0.2815585692,0.9954103529,f066b3276e9f7a29edfbdeca831991a676365f17f20f92fc3eb8830f0e5586c9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004305,489,conflict,0.2122651426,0.9957101345,d8ff5cbb07950308e588bc7ffa13b8d11fbad085389dfcda3f937643a4565d5c,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004314,490,conflict,0.4689977415,0.9966790378,30e9576c5130e382c3480ed53ae4de87cd812ead6c495cdc625d264ccfaa7c54,380800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004355,492,conflict,0.2691900009,0.9965451956,8c4fcbd0a3296e39b0efa966fcf592e9acd8b1b0f8f68a2c6ecb1e34a27f1f14,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004363,492,conflict,0.0954239898,0.9974289387,780a66480a60b205495b84cf3efc00c78595c1106186e3e0d47e850064b289bc,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004384,601,conflict,0.6928708398,0.9954763651,66a5492e2276b81f7b412caa9181b129a87a7741404f6c8471a686776ede0356,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004412,603,conflict,0.0758829831,0.9970247373,0bf6fea3c40b1a5514275b12867c1ce255fee5a3bec7274f430868bff5c5cdde,448000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004429,603,conflict,0.8177849857,0.9964778572,3c7055db2a4b755c0dd08dd37447f9bc4df576459ed0332b491eb0bcded41198,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004435,603,conflict,0.4689635263,0.9952845275,3bb9dd7d3f77c2f2c2efabbeaaf4539856c5c9bb32442a2876edecd932d623fb,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004440,603,conflict,0.1330752720,0.9953612685,ae5dbd4ff0e091b7f0c798a4e8325b7fafcf361d71bea27a331a199a62953672,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004488,608,conflict,0.2122332084,0.9943384081,ef27b329662143c3f790662036a8de321af8c5c069f73a1792545af6f858ec20,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004496,608,conflict,0.2338784383,0.9969216734,c8c483970aecab628718817037faee644f2946184093ea8516ac529790cb5169,340800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004503,608,conflict,0.6373400846,0.9912325740,8247025fd3aced3edbdb0bf96a6781e9d8ed49e76bc702f2c30d02fd727425cb,334400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004510,608,conflict,0.8440209819,0.9972896576,0273d26114cde897e8d89956dacb403cc60bcda528e57a107c4eb2f3c721ce2d,376000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
c004518,608,conflict,0.8809679199,0.9969856218,9b3197ba5cd7b98944ab35c8b3abab0d7c51d6632e302f389dc2bd117556ec13,283200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
