id,speaker,arm,p_yes,answer_mass,wav_sha256_1mb,n_samples_scored,prompt
a000349,315,agreement,0.1481565486,0.9958578646,3e751914df96a048cfc2c680a7fedfea21ae3b053823514fe66f54f3ae1f2b09,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000435,321,agreement,0.9580122169,0.9979721680,266e8cae1fbce12d5965eefe9df24eb6848a23690a2898ded38d0b4b5ea33d56,363200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000484,323,agreement,0.0373416947,0.9985115640,bce64b37c50ad38b5ddee66510351f27d9cc9ae8652b9e2cc52fede12265aa90,273600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000572,328,agreement,0.0675718959,0.9968783483,3c316be740c7a6aadea0e669ef7c6d6140c899678f99bafe3305b3c07b18f2ee,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000814,338,agreement,0.8083317072,0.9972224683,0ee546bb7223d3bef1dc3843158d6c870f5e01a0b95ae5070dde06809ef6681f,323200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000937,345,agreement,0.1561900011,0.9958582669,aeda5473b01ef53e56aac1bacbe6fc3eba65597eb9ac7c7e980a1a8c4e89ff2f,364800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000962,346,agreement,0.6517328726,0.9933166802,54f5243af37f3d685b7c8d01db5a7ee740305bbe70a11768e379e61fa92cd5f7,350400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a000994,347,agreement,0.0851706359,0.9948107675,37f8c06220ab9ef99fde7db39e19dc74bc8d0c2c2dc8648dfd066864bd2365b2,430400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001133,354,agreement,0.5471778337,0.9957338572,92f91528d0c91d6404bb12c78dbfbac530d33555ae0587d4fd7579c54843a963,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001280,363,agreement,0.0566943707,0.9977603815,09711a00a210061faf927f6463bd29882a681b79f3b87ff113b66f2cf02c2b91,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001315,364,agreement,0.1404161448,0.9975283295,aa008e019ebea8b2d80f9a40ef795a9400fda9b2b5afb65946a4b41e52405daa,204800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001410,366,agreement,0.0901556529,0.9975888655,d34147c75fe5035b7c02a1bc19dd900d384079305451d7bc711a9a761ab66234,473600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001463,367,agreement,0.4229501668,0.9925656915,4cec05117dfd239bd7fc9f832ce1f9639762723e0991f574cf371c37e9621b63,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001564,370,agreement,0.0601138332,0.9974647686,c411fd5eb672473ded5d1c3181d54b75766e6d20158874368dedbd77484d0914,164800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001656,374,agreement,0.1009842835,0.9967989177,a499ad3c2dbfb2fc655f1c647d98b172a6bcac507e615bd1f7e4d47e7f42f3e3,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001761,377,agreement,0.1331080616,0.9956036061,770d4f8ae9fef350ad6cdfff937f637cc05501c4c7c114e7ff108e4b3fe6363d,337600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001818,379,agreement,0.0954143455,0.9967869967,07ff3a42347c04904b4ade32111040fd2049181236b1ff63d599bc80e08c5905,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001882,381,agreement,0.4227084848,0.9950154126,04346557cab088671514e7a18642d9a3be54854dfa203fd5abab467df76d2b86,256000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a001978,384,agreement,0.5003580743,0.9945917726,89a0a7d4861ec3583793de850a87b3dceb8e364379d518450b423b0bbd1aaebc,337600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002318,403,agreement,0.1825831912,0.9961856902,628e32e0f0f41fd28826700f03c5d3c0be8defb82a6481c1eb5c010ff7e63c67,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002369,405,agreement,0.7775008007,0.9969960153,c806a3a3924b967e7517d7134def81a3fa5d562863a371ba0a2b0217fdf2caec,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002396,406,agreement,0.1404132908,0.9958494604,470c724f031408d349507c18050b04387ab55e5a7c171a58804c118627ff22b8,288000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002530,411,agreement,0.1067379321,0.9973029867,16e691fc779ff9480c5e8a25a362da4d66bdb50bcfc4c11e15eba3e5d8aee285,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002593,414,agreement,0.8934432723,0.9968476072,00eb16720847d2e3c2c67eb7332ea086c33a63c233b3edf2d8fc19e994f37103,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002627,416,agreement,0.0804297012,0.9973540977,99fb0c715c0771b637853eaebfe43ea9ed9880e5bf6cc69d3883275f103cf9d3,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002701,419,agreement,0.0851421419,0.9971029013,9200bacb98fe5ebb503ae73450944b8b970731c458e75b41c649c1cd91a7dbcc,323200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002821,423,agreement,0.2691622899,0.9949380159,f58a4f5f16fbcdb893fff33d0f03ab5fbe5ad8c6ab81ed9121806d4f952710a9,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002894,426,agreement,0.5314895541,0.9954154491,6b242d0f285e24be4b81655a049d7092e42e4d975f9b0e4e3a01073b760f7983,326400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a002978,430,agreement,0.1561934117,0.9971483946,747a49c5a429376c8d467865cd72d6f53cab9afff7e596dc35946be068ca5051,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003064,434,agreement,0.1645875240,0.9962500036,2b63ed406914ec152d3370f25470047a9dd9d5b2fbc02d53d42e88714b60bdfe,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003112,437,agreement,0.1562803408,0.9953900576,c93f71218b2adb177e05a45923bccbc3ccb924f861a88dd04da9291d8111291a,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003161,439,agreement,0.0803968271,0.9973910376,d4b435a8c8c32c35251ac1baee3cb9147fb0aa50367a94728ade0dd631d232b4,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003206,440,agreement,0.7313873827,0.9970421195,80675adba097c3854fbb171790d8775fa9baff886a9ae4168d7a9971a25852fa,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003223,441,agreement,0.2944644281,0.9960936904,4aeb4d0bfceeb4d6a632b77943293db0b79df3982735a2e92328f50360ebde1d,171200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003323,446,agreement,0.0474486546,0.9973866306,39b76c9551899ca4e653bd172e369328e977289950e9549c973611a553ab3bf2,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003392,448,agreement,0.4690434682,0.9965882897,b068fd4d9c776f5046d9121ca2826c2baeb981aa38705605325299ad00aa5bad,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003483,451,agreement,0.3076074741,0.9971610904,555b008bb64b0176e7650d36dc991fe3d1a3b2bc93fc07ab052a3478bbf96638,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003525,454,agreement,0.1562106564,0.9970913529,aa1be44265194b163f26c98cbf49b63cb8c38f4ecaaf1d1ad3ac9cfa5e950a70,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003595,457,agreement,0.1259912488,0.9973172992,4533de8e7f332a49b763a164795ad1a3ff882a69e4085f56249f8024746df8c1,422400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003660,461,agreement,0.3925556756,0.9956792593,228909780d98120b6484051928c09380f8ef9d5550080324a932be136a83f847,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003762,465,agreement,0.0351703941,0.9979542606,a13d535e201fcad2b5cc74cb8ee8bd856ab18c24b4751096f6660fd925550a20,390400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003748,465,agreement,0.0716407525,0.9967831969,2c88a591e609a23b5cd32b98168a76344fffce142893f6dff8421f5958901c4f,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003858,468,agreement,0.0534310300,0.9978880733,5a0a80ffda5e984cacccc92e2c713744c7df4338c2f4c8f628290826cecc940e,456000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003892,469,agreement,0.1920308791,0.9976001233,21f7804a8cad5e1fb2a98166747b46871caa1bd60b12afdaa768fd9bf9c1991e,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003905,470,agreement,0.0716282228,0.9979781806,522b20f95131394cef6e21c7bb1600fb25ad073e67b952715d8ccdb387552e8c,369600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003919,471,agreement,0.1260304100,0.9966917187,947519c8c01f4f7d180d3dd8f05494144031ccc377bef0341f5dc46e90a25e32,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a003975,474,agreement,0.1259742800,0.9969743490,7cb6ff35ea259799eb459313f00a3d008265836e0e847bbaf0d4cfdd0e3ce454,233601,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004003,476,agreement,0.0851395727,0.9981540591,f0faea7e3fc6a8f0782e8bfcd2d7fd5f2924e7f26137d7e1c8ffe689cc9195b8,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004037,477,agreement,0.1481620867,0.9973157644,3a1bf6b29764fec39554e710339712eb2c9a02652489ca0372fd32177b4fd267,388800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004079,480,agreement,0.1404097652,0.9969338179,98806c7736ec717bfa7d53f7156e1223560956ad0d4fc92c8f7d169cb36394ce,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004239,486,agreement,0.1330458962,0.9977649301,42ddad5b821ca76801e9ba25affe8c132bb7102ff47c4a0c1535611320586a10,348800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004290,488,agreement,0.3348321487,0.9960914850,bf543bd0ee8583fc40f521d00271f6fbecd6f1ad60e38a6c876cf9a610d9d694,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004412,603,agreement,0.0758829831,0.9970247373,0bf6fea3c40b1a5514275b12867c1ce255fee5a3bec7274f430868bff5c5cdde,448000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004514,608,agreement,0.0637422759,0.9982280731,20bad0e42edfd125b5ebe6ec3a65dc5ca8ed33250b0008582d9d4dd2ed557472,292800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004524,609,agreement,0.1481344804,0.9974503219,508928d1b5f118edb7a664ae55689cda8e63c01266dd2da052e3ef690e7c0004,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004600,615,agreement,0.2944098881,0.9966304898,ba10bc8994ef7d441c607c77c9094a5c2683a21cbb2c3bcd7986fac5dad193ec,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004684,620,agreement,0.0637501407,0.9976095036,7725268798e9aa1d5a5a8f9ea66c4c0fa417cc70394bb1e3e828b6f4a746be54,417600,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004772,625,agreement,0.1920113929,0.9957710803,57a681d1090b1f552580fd52526554178e6c26423fa537c9a885cc4e2569c0b5,340800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004827,627,agreement,0.0474887694,0.9982448183,421a53b678767582cc016ce97597c2412398fbe7925b34e7a96525e2d23a0b80,468800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004870,629,agreement,0.0311609695,0.9985844046,ad23574baf369501bb4376d8b05e2f8f9b97f944036963c682db5fb4bc2a08bb,427200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a004972,634,agreement,0.1825366269,0.9969296157,2a05c11dca8183352edb8e6b268ff03657eff779068be090a8cb26c84c65197d,352000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005024,636,agreement,0.7060121535,0.9960626662,7a45ee476d7880cfdee7a4fc2bddbff9161d8291265927f3157925822bc3219e,324800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005062,638,agreement,0.6515502847,0.9966373444,363105d6b552d39f67dd22de78abcb118365db1b75ee1f8e564716c6d316d336,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005089,641,agreement,0.3632363684,0.9951995313,3184fb727aff340665c5fa2190191b63ae917506c6fba74caef0cc0c2e21fc03,371200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005276,659,agreement,0.8082894766,0.9980964214,4450fe45aa86d927309c2eb43704d44d4117e6b7461d5b2c563e3ac270ecca33,252800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005306,660,agreement,0.3489275567,0.9968326986,9b2132208dfc2f181304dab491007f6deb10f668668ea356c6863ecdd5bca94e,414400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005340,661,agreement,0.4380756230,0.9960029125,24da5e67cfc974937f99d7c702d986fdcbd069dafd22d4df4810703db4873d30,227200,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005466,667,agreement,0.2019699909,0.9974837899,d4777685d28c6d57628c1fd9757647a30af272734770dc07d0c5c5338f716d99,348800,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005602,680,agreement,0.4227139972,0.9948295653,f7a5e09630e4dcdbef224585b0c86f54bab04d32b79f89e38ec484b20d9651c0,416000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005907,698,agreement,0.4076371903,0.9968665540,166dc8835aa83a1fa98c2ecad8e55e3ebac0f633abd63d3f4bb982d729656100,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005921,698,agreement,0.9325202888,0.9973810762,b551c9a454a6e99da69b3a7017513c14a502118a035d8ccd5f7557e8520d9600,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a005988,707,agreement,0.2121835522,0.9976542443,4b77d8219021580e1f7a5cfc54d8f41e723cb15300f32aa02fbd76779d7d6c50,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a006094,713,agreement,0.2019800330,0.9975423515,cfd3e2cd70c55cf4d48e97c7452de73b170f0ef7eed4e5ceeb6821d5bf310998,480000,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
a006210,718,agreement,0.1825172233,0.9978864789,9c7345db1ad3c242b36f31b79abda8c914f6e2c85c1ff2fcf17cddb66df0d308,294400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
