id,speaker,arm,p_yes,answer_mass,prompt
conflict_480_c004083,480,conflict,0.2815466157,0.9963871837,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_480_c004093,480,conflict,0.0901754426,0.9973386228,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_485_c004226,485,conflict,0.6373049371,0.9973493218,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004282,488,conflict,0.3488417230,0.9949961603,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004284,488,conflict,0.5160213173,0.9950934350,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004294,488,conflict,0.2945353579,0.9952707887,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_488_c004295,488,conflict,0.5928994002,0.9968471229,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_489_c004304,489,conflict,0.2815633078,0.9955866635,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_492_c004351,492,conflict,0.1646537245,0.9969789833,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_603_c004422,603,conflict,0.7983766648,0.9955702275,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_603_c004430,603,conflict,0.8873069660,0.9970721453,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_603_c004438,603,conflict,0.5928705064,0.9951405525,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004488,608,conflict,0.2122384883,0.9938743711,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004508,608,conflict,0.3488135826,0.9956728816,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_608_c004510,608,conflict,0.8520720841,0.9973498881,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_609_c004531,609,conflict,0.3631418335,0.9959268868,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_612_c004562,612,conflict,0.4689996493,0.9950277209,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_615_c004598,615,conflict,0.6656115404,0.9954197109,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_615_c004599,615,conflict,0.5624306279,0.9960565865,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_620_c004678,620,conflict,0.1646359973,0.9972562194,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_624_c004751,624,conflict,0.3074777914,0.9964667261,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_624_c004757,624,conflict,0.7882187620,0.9968997985,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_624_c004762,624,conflict,0.4380936878,0.9968729317,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_627_c004811,627,conflict,0.2339028360,0.9956789315,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_627_c004824,627,conflict,0.8355880399,0.9979107380,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_628_c004849,628,conflict,0.1646520605,0.9969691485,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_632_c004919,632,conflict,0.2122703296,0.9954262078,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_634_c004970,634,conflict,0.4690134306,0.9973255396,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_636_c004995,636,conflict,0.1009738275,0.9974092767,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_636_c004997,636,conflict,0.1128666217,0.9964114726,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_636_c004999,636,conflict,0.0396758395,0.9983393997,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_636_c005031,636,conflict,0.1562330188,0.9977571517,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005040,637,conflict,0.2019603065,0.9975527972,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005044,637,conflict,0.3209931345,0.9966083765,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005045,637,conflict,0.1733809506,0.9982168525,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005057,637,conflict,0.3777557327,0.9966064095,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_637_c005058,637,conflict,0.2339028565,0.9975767285,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005068,640,conflict,0.0851434154,0.9975432828,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005069,640,conflict,0.0474405692,0.9979438260,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005070,640,conflict,0.1404410110,0.9967885166,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005081,640,conflict,0.1825904389,0.9960930198,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005082,640,conflict,0.1067325305,0.9969605207,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005083,640,conflict,0.1128660055,0.9973500669,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_640_c005084,640,conflict,0.0675764542,0.9974851981,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_641_c005086,641,conflict,0.1259803767,0.9973044842,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_641_c005094,641,conflict,0.0953986837,0.9977592826,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_649_c005115,649,conflict,0.5469411648,0.9946941733,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_649_c005116,649,conflict,0.0566928319,0.9982509166,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_649_c005118,649,conflict,0.2816381144,0.9969581664,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_650_c005125,650,conflict,0.6373580066,0.9963331521,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005270,659,conflict,0.1561984867,0.9959779829,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005279,659,conflict,0.1825279271,0.9968350828,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005280,659,conflict,0.0675874135,0.9983285889,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005281,659,conflict,0.2018985970,0.9977279454,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005285,659,conflict,0.0373418025,0.9983646236,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005297,659,conflict,0.5158083635,0.9973330498,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_659_c005299,659,conflict,0.2451977921,0.9965030402,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_660_c005310,660,conflict,0.8177436062,0.9973693490,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_660_c005315,660,conflict,0.9433880062,0.9981736541,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_660_c005317,660,conflict,0.5778632827,0.9921148419,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_661_c005327,661,conflict,0.0804345035,0.9960795343,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_661_c005359,661,conflict,0.3210428376,0.9967460334,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_662_c005369,662,conflict,0.7061075857,0.9952640533,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_667_c005469,667,conflict,0.5002879944,0.9942060411,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_680_c005616,680,conflict,0.1192665191,0.9980239347,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_680_c005627,680,conflict,0.3924677454,0.9953552186,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_684_c005694,684,conflict,0.2944020223,0.9975906610,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_688_c005735,688,conflict,0.2122034877,0.9973061085,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_688_c005750,688,conflict,0.5158921575,0.9949183166,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_688_c005752,688,conflict,0.1192860072,0.9974553958,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_698_c005895,698,conflict,0.0759072466,0.9978810400,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_698_c005898,698,conflict,0.1192993673,0.9979356825,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_698_c005900,698,conflict,0.4226976578,0.9964734912,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_698_c005904,698,conflict,0.1330438538,0.9940335602,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_698_c005911,698,conflict,0.0601286747,0.9981007464,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_698_c005923,698,conflict,0.2228557552,0.9955412298,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_698_c005927,698,conflict,0.1128726869,0.9968982115,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_698_c005929,698,conflict,0.0851569348,0.9979256168,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_712_c006056,712,conflict,0.1920829709,0.9949941337,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_712_c006059,712,conflict,0.3924988707,0.9964102209,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_712_c006061,712,conflict,0.6515232278,0.9961096048,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_716_c006158,716,conflict,0.0954285888,0.9983388484,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_716_c006160,716,conflict,0.2452290174,0.9967167377,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_717_c006179,717,conflict,0.8176762108,0.9974089116,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
conflict_718_c006191,718,conflict,0.3210207454,0.9970133901,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_301_a000030,301,agreement,0.1404418248,0.9970239103,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_303_a000049,303,agreement,0.0637490313,0.9978890121,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_306_a000145,306,agreement,0.2122188114,0.9958983064,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_307_a000167,307,agreement,0.2121720034,0.9969593883,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_307_a000179,307,agreement,0.3075378650,0.9970004261,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_307_a000167,307,agreement,0.2121720034,0.9969593883,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_307_a000179,307,agreement,0.3075378650,0.9970004261,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_308_a000189,308,agreement,0.8742143171,0.9973796457,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_308_a000189,308,agreement,0.8742143171,0.9973796457,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_308_a000189,308,agreement,0.8742143171,0.9973796457,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_308_a000189,308,agreement,0.8742143171,0.9973796457,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_311_a000243,311,agreement,0.3926643672,0.9965361953,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_312_a000262,312,agreement,0.1646332656,0.9978364706,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_314_a000301,314,agreement,0.1128807826,0.9962260127,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_314_a000319,314,agreement,0.2122545752,0.9964014441,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_315_a000349,315,agreement,0.1481562707,0.9958819598,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_315_a000349,315,agreement,0.1481562707,0.9958819598,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_315_a000349,315,agreement,0.1481562707,0.9958819598,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_315_a000349,315,agreement,0.1481562707,0.9958819598,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_315_a000339,315,agreement,0.0396591642,0.9983465187,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_321_a000435,321,agreement,0.9604169517,0.9981090166,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_321_a000439,321,agreement,0.3210789453,0.9968180954,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_321_a000436,321,agreement,0.9604289385,0.9982276931,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_328_a000566,328,agreement,0.0675838341,0.9966336861,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_328_a000576,328,agreement,0.0759012250,0.9969610199,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_328_a000572,328,agreement,0.0675796084,0.9969572946,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_329_a000594,329,agreement,0.0567016154,0.9981745295,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_332_a000647,332,agreement,0.9688848714,0.9984370675,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_332_a000650,332,agreement,0.6227374479,0.9965798855,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_332_a000650,332,agreement,0.6227374479,0.9965798855,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_332_a000650,332,agreement,0.6227374479,0.9965798855,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_332_a000650,332,agreement,0.6227374479,0.9965798855,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_340_a000855,340,agreement,0.0637556811,0.9977613240,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000951,345,agreement,0.6795804215,0.9947665930,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000943,345,agreement,0.5314980088,0.9916805625,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000937,345,agreement,0.1646048719,0.9957043231,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000951,345,agreement,0.6795804215,0.9947665930,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000937,345,agreement,0.1646048719,0.9957043231,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000938,345,agreement,0.1128515202,0.9964802414,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000938,345,agreement,0.1128515202,0.9964802414,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000937,345,agreement,0.1646048719,0.9957043231,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000938,345,agreement,0.1128515202,0.9964802414,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000943,345,agreement,0.5314980088,0.9916805625,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000943,345,agreement,0.5314980088,0.9916805625,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_345_a000937,345,agreement,0.1646048719,0.9957043231,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_346_a000977,346,agreement,0.4845614381,0.9938311279,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_346_a000969,346,agreement,0.6793854661,0.9939372241,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_346_a000977,346,agreement,0.4845614381,0.9938311279,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_346_a000962,346,agreement,0.6228888909,0.9934435189,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_346_a000969,346,agreement,0.6793854661,0.9939372241,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_346_a000977,346,agreement,0.4845614381,0.9938311279,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_346_a000968,346,agreement,0.9741246293,0.9989273567,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_346_a000969,346,agreement,0.6793854661,0.9939372241,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_346_a000980,346,agreement,0.2020264928,0.9956260920,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_348_a001003,348,agreement,0.0954276275,0.9952651486,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_348_a001011,348,agreement,0.8742241934,0.9966915548,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_348_a001011,348,agreement,0.8742241934,0.9966915548,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_348_a001011,348,agreement,0.8742241934,0.9966915548,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_348_a001003,348,agreement,0.0954276275,0.9952651486,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_362_a001267,362,agreement,0.4692959046,0.9936593771,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_362_a001267,362,agreement,0.4692959046,0.9936593771,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_362_a001267,362,agreement,0.4692959046,0.9936593771,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_362_a001267,362,agreement,0.4692959046,0.9936593771,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_363_a001280,363,agreement,0.0637520974,0.9974908829,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_363_a001277,363,agreement,0.0503742074,0.9978717752,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_363_a001277,363,agreement,0.0503742074,0.9978717752,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_363_a001277,363,agreement,0.0503742074,0.9978717752,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_364_a001342,364,agreement,0.1067737050,0.9981091172,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_366_a001432,366,agreement,0.0534524005,0.9978046864,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_366_a001410,366,agreement,0.0901558854,0.9976018295,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_367_a001465,367,agreement,0.5004590283,0.9961413741,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_367_a001453,367,agreement,0.4380761871,0.9951473773,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_367_a001465,367,agreement,0.5004590283,0.9961413741,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_367_a001465,367,agreement,0.5004590283,0.9961413741,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_367_a001463,367,agreement,0.4381715738,0.9924519956,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_370_a001564,370,agreement,0.0637416771,0.9974320978,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_370_a001544,370,agreement,0.1067658597,0.9979927167,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_374_a001662,374,agreement,0.0566789194,0.9979319535,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_374_a001662,374,agreement,0.0566789194,0.9979319535,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_374_a001656,374,agreement,0.1009818151,0.9967142344,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_374_a001662,374,agreement,0.0566789194,0.9979319535,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_377_a001759,377,agreement,0.9554245369,0.9978743494,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_377_a001749,377,agreement,0.3632394786,0.9955644011,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_377_a001759,377,agreement,0.9554245369,0.9978743494,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_377_a001758,377,agreement,0.9433677939,0.9977276772,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_377_a001749,377,agreement,0.3632394786,0.9955644011,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_377_a001749,377,agreement,0.3632394786,0.9955644011,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_377_a001758,377,agreement,0.9433677939,0.9977276772,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_378_a001773,378,agreement,0.0803995986,0.9971946701,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_381_a001879,381,agreement,0.3632545371,0.9960215390,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_381_a001879,381,agreement,0.3632545371,0.9960215390,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_381_a001903,381,agreement,0.2944274511,0.9963215292,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_381_a001879,381,agreement,0.3632545371,0.9960215390,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_381_a001903,381,agreement,0.2944274511,0.9963215292,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_381_a001879,381,agreement,0.3632545371,0.9960215390,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_381_a001879,381,agreement,0.3632545371,0.9960215390,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_381_a001879,381,agreement,0.3632545371,0.9960215390,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_381_a001879,381,agreement,0.3632545371,0.9960215390,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_384_a001974,384,agreement,0.3211472005,0.9932825267,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_384_a001974,384,agreement,0.3211472005,0.9932825267,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_384_a001974,384,agreement,0.3211472005,0.9932825267,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_384_a001978,384,agreement,0.5003593973,0.9945790768,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_384_a001978,384,agreement,0.5003593973,0.9945790768,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_387_a002037,387,agreement,0.1734466010,0.9950973094,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_392_a002117,392,agreement,0.1330454092,0.9975162446,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_403_a002305,403,agreement,0.0637499436,0.9969184846,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_404_a002325,404,agreement,0.1404273256,0.9968408793,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_405_a002361,405,agreement,0.6928887700,0.9962421060,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_405_a002361,405,agreement,0.6928887700,0.9962421060,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_405_a002361,405,agreement,0.6928887700,0.9962421060,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
agreement_405_a002363,405,agreement,0.6928637192,0.9969854355,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
