id,speaker,arm,p_yes,answer_mass,prompt
654,654,full,0.1331223306,0.9969382882,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
655,655,full,0.0474578282,0.9970015176,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
656,656,full,0.1331139355,0.9964812994,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
657,657,full,0.1010036770,0.9971854761,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
658,658,full,0.0804269398,0.9951638281,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
659,659,full,0.1404755431,0.9968008250,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
660,660,full,0.1129278660,0.9966105521,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
661,661,full,0.0902008820,0.9960711002,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
662,662,full,0.0901816633,0.9970088378,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
663,663,full,0.1562406567,0.9961815476,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
664,664,full,0.0902151630,0.9970408976,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
666,666,full,0.1194274962,0.9953930452,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
667,667,full,0.1009738588,0.9963964596,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
669,669,full,0.1009796717,0.9969707578,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
670,670,full,0.1331452026,0.9962214381,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
673,673,full,0.1563025570,0.9966040552,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
676,676,full,0.0954638435,0.9963510185,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
677,677,full,0.2816922413,0.9967800379,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
679,679,full,0.1067942541,0.9962987080,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
680,680,full,0.0804820293,0.9963089526,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
682,682,full,0.0474732105,0.9976974986,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
683,683,full,0.0474610643,0.9978051074,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
684,684,full,0.1405193109,0.9972767681,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
687,687,full,0.0804282495,0.9962164611,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
688,688,full,0.2123028195,0.9956926852,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
689,689,full,0.1129315940,0.9967778847,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
691,691,full,0.2123160911,0.9974199235,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
692,692,full,0.3210880011,0.9949495196,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
693,693,full,0.1068133051,0.9976500720,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
695,695,full,0.1010833015,0.9978076443,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
696,696,full,0.1482395109,0.9961714447,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
697,697,full,0.1010938364,0.9959830716,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
698,698,full,0.1068124929,0.9973737597,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
699,699,full,0.0901634830,0.9968115762,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
702,702,full,0.1193475455,0.9969807267,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
703,703,full,0.1646764960,0.9962643534,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
705,705,full,0.1405064730,0.9965628386,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
707,707,full,0.1068348738,0.9965475574,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
708,708,full,0.1260668004,0.9965794235,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
709,709,full,0.1404945995,0.9970471263,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
710,710,full,0.0716578182,0.9958315045,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
712,712,full,0.0638186502,0.9968240112,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
713,713,full,0.0601503838,0.9967506453,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
715,715,full,0.1482364569,0.9957872629,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
716,716,full,0.1260340339,0.9970678836,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
717,717,full,0.1482046784,0.9971850961,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
718,718,full,0.1482685383,0.9966412336,"Based only on how this person's voice sounds, does this speaker show signs of depression? Answer with one word, Yes or No."
