key,model,dataset,stream/arm,value,lo,hi,n,n_spk,estimator,file,source_table,verified_tonight,stream,arm,status,status_note,description,is_delta,file_exists,file_as_recorded,path_rewritten,row_id,metric,level
Qwen2.5-Omni|pitt|zero_shot|agreement,Qwen2.5-Omni,pitt,zero_shot/agreement,0.7054,0.6431,0.7658,322,175,Qwen2.5-Omni | B_pitt | agreement | src=primary,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,agreement,current,,M8: Qwen2.5-Omni | B_pitt | agreement | src=primary,no,yes,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:21,auc,clip
Qwen2.5-Omni|pitt|zero_shot|conflict-agreement,Qwen2.5-Omni,pitt,zero_shot/conflict-agreement,-0.1731,-0.2958,-0.0392,468,228,Qwen2.5-Omni | B_pitt | conflict_minus_agreement | src=primary,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,conflict-agreement,current,,M8: Qwen2.5-Omni | B_pitt | conflict_minus_agreement | src=primary,yes,yes,<local data dir>/release/omni_final/omni_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:22,auc,clip
Qwen2-Audio|pitt|zero_shot|conflict,Qwen2-Audio,pitt,zero_shot/conflict,0.4132,0.3005,0.5423,146,100,Qwen2-Audio | B_pitt | conflict | src=primary,<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,conflict,current,,M8: Qwen2-Audio | B_pitt | conflict | src=primary,no,yes,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,yes,part16/rows/M8.tsv:23,auc,clip
Qwen2-Audio|pitt|zero_shot|agreement,Qwen2-Audio,pitt,zero_shot/agreement,0.6985,0.6372,0.7597,322,175,Qwen2-Audio | B_pitt | agreement | src=primary,<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,agreement,current,,M8: Qwen2-Audio | B_pitt | agreement | src=primary,no,yes,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,yes,part16/rows/M8.tsv:24,auc,clip
Qwen2-Audio|pitt|zero_shot|conflict-agreement,Qwen2-Audio,pitt,zero_shot/conflict-agreement,-0.2853,-0.395,-0.1485,468,228,Qwen2-Audio | B_pitt | conflict_minus_agreement | src=primary,<local data dir>/paper work/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,conflict-agreement,current,,M8: Qwen2-Audio | B_pitt | conflict_minus_agreement | src=primary,yes,yes,<local data dir>/paper1_local_runs/probe2/pitt_zeroshot_scores.csv,yes,part16/rows/M8.tsv:25,auc,clip
Qwen3-Omni|pitt|zero_shot|conflict,Qwen3-Omni,pitt,zero_shot/conflict,0.6066,0.4956,0.7123,146,100,Qwen3-Omni-30B-A3B | B_pitt | conflict | src=primary,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,conflict,current,,M8: Qwen3-Omni-30B-A3B | B_pitt | conflict | src=primary,no,yes,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:26,auc,clip
Qwen3-Omni|pitt|zero_shot|agreement,Qwen3-Omni,pitt,zero_shot/agreement,0.8231,0.7664,0.872,322,175,Qwen3-Omni-30B-A3B | B_pitt | agreement | src=primary,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,agreement,current,,M8: Qwen3-Omni-30B-A3B | B_pitt | agreement | src=primary,no,yes,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:27,auc,clip
Qwen3-Omni|pitt|zero_shot|conflict-agreement,Qwen3-Omni,pitt,zero_shot/conflict-agreement,-0.2165,-0.3242,-0.1052,468,228,Qwen3-Omni-30B-A3B | B_pitt | conflict_minus_agreement | src=primary,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,conflict-agreement,current,,M8: Qwen3-Omni-30B-A3B | B_pitt | conflict_minus_agreement | src=primary,yes,yes,<local data dir>/release/overnight2/q3o_new/q3o_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:28,auc,clip
Audio Flamingo 2|pitt|zero_shot|conflict,Audio Flamingo 2,pitt,zero_shot/conflict,0.631,0.5336,0.726,146,100,Audio Flamingo 2 | B_pitt | conflict | src=af2_pitt468,<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,part16/rows/M8.tsv,yes,zero_shot,conflict,current,,M8: Audio Flamingo 2 | B_pitt | conflict | src=af2_pitt468,no,yes,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,yes,part16/rows/M8.tsv:29,auc,clip
Audio Flamingo 2|pitt|zero_shot|agreement,Audio Flamingo 2,pitt,zero_shot/agreement,0.5544,0.476,0.6296,322,175,Audio Flamingo 2 | B_pitt | agreement | src=af2_pitt468,<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,part16/rows/M8.tsv,yes,zero_shot,agreement,current,,M8: Audio Flamingo 2 | B_pitt | agreement | src=af2_pitt468,no,yes,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,yes,part16/rows/M8.tsv:30,auc,clip
Audio Flamingo 2|pitt|zero_shot|conflict-agreement,Audio Flamingo 2,pitt,zero_shot/conflict-agreement,0.0766,-0.0307,0.1869,468,228,Audio Flamingo 2 | B_pitt | conflict_minus_agreement | src=af2_pitt468,<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,part16/rows/M8.tsv,yes,zero_shot,conflict-agreement,current,,M8: Audio Flamingo 2 | B_pitt | conflict_minus_agreement | src=af2_pitt468,yes,yes,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,yes,part16/rows/M8.tsv:31,auc,clip
Audio Flamingo 2|pitt|zero_shot|conflict,Audio Flamingo 2,pitt,zero_shot/conflict,0.6691,0.565,0.7654,146,100,Audio Flamingo 2 | B_pitt | conflict | src=af2_pitt_audio,<local data dir>/paper work/paper1_local_runs/af2_pitt_audio.csv,part16/rows/M8.tsv,yes,zero_shot,conflict,SUPERSEDED,"master/SUPERSEDED.csv row 3 (2026-09-23): Audio Flamingo 2 Pitt: pooled 0.5273, conflict 0.6691, agreement 0.4895; canonical is af2_pitt468.csv (pooled 0.5724, conflict 0.6310, agreement 0.5544), authors' decision; old path <local data dir>/paper1_local_runs/af2 -> <local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv",M8: Audio Flamingo 2 | B_pitt | conflict | src=af2_pitt_audio,no,yes,<local data dir>/paper1_local_runs/af2_pitt_audio.csv,yes,part16/rows/M8.tsv:32,auc,clip
Audio Flamingo 2|pitt|zero_shot|agreement,Audio Flamingo 2,pitt,zero_shot/agreement,0.4895,0.4182,0.5591,322,175,Audio Flamingo 2 | B_pitt | agreement | src=af2_pitt_audio,<local data dir>/paper work/paper1_local_runs/af2_pitt_audio.csv,part16/rows/M8.tsv,yes,zero_shot,agreement,SUPERSEDED,"master/SUPERSEDED.csv row 3 (2026-09-23): Audio Flamingo 2 Pitt: pooled 0.5273, conflict 0.6691, agreement 0.4895; canonical is af2_pitt468.csv (pooled 0.5724, conflict 0.6310, agreement 0.5544), authors' decision; old path <local data dir>/paper1_local_runs/af2 -> <local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv",M8: Audio Flamingo 2 | B_pitt | agreement | src=af2_pitt_audio,no,yes,<local data dir>/paper1_local_runs/af2_pitt_audio.csv,yes,part16/rows/M8.tsv:33,auc,clip
Audio Flamingo 2|pitt|zero_shot|conflict-agreement,Audio Flamingo 2,pitt,zero_shot/conflict-agreement,0.1796,0.0702,0.2825,468,228,Audio Flamingo 2 | B_pitt | conflict_minus_agreement | src=af2_pitt_audio,<local data dir>/paper work/paper1_local_runs/af2_pitt_audio.csv,part16/rows/M8.tsv,yes,zero_shot,conflict-agreement,current,,M8: Audio Flamingo 2 | B_pitt | conflict_minus_agreement | src=af2_pitt_audio,yes,yes,<local data dir>/paper1_local_runs/af2_pitt_audio.csv,yes,part16/rows/M8.tsv:34,auc,clip
Audio Flamingo 3|pitt|zero_shot|conflict,Audio Flamingo 3,pitt,zero_shot/conflict,0.6169,0.5188,0.7209,146,100,Audio Flamingo 3 | B_pitt | conflict | src=primary,<local data dir>/release/overnight2/part3/af3_pitt.csv,part16/rows/M8.tsv,yes,zero_shot,conflict,current,,M8: Audio Flamingo 3 | B_pitt | conflict | src=primary,no,yes,<local data dir>/release/overnight2/part3/af3_pitt.csv,no,part16/rows/M8.tsv:35,auc,clip
Audio Flamingo 3|pitt|zero_shot|agreement,Audio Flamingo 3,pitt,zero_shot/agreement,0.5822,0.508,0.6528,322,175,Audio Flamingo 3 | B_pitt | agreement | src=primary,<local data dir>/release/overnight2/part3/af3_pitt.csv,part16/rows/M8.tsv,yes,zero_shot,agreement,current,,M8: Audio Flamingo 3 | B_pitt | agreement | src=primary,no,yes,<local data dir>/release/overnight2/part3/af3_pitt.csv,no,part16/rows/M8.tsv:36,auc,clip
Audio Flamingo 3|pitt|zero_shot|conflict-agreement,Audio Flamingo 3,pitt,zero_shot/conflict-agreement,0.0347,-0.0698,0.1474,468,228,Audio Flamingo 3 | B_pitt | conflict_minus_agreement | src=primary,<local data dir>/release/overnight2/part3/af3_pitt.csv,part16/rows/M8.tsv,yes,zero_shot,conflict-agreement,current,,M8: Audio Flamingo 3 | B_pitt | conflict_minus_agreement | src=primary,yes,yes,<local data dir>/release/overnight2/part3/af3_pitt.csv,no,part16/rows/M8.tsv:37,auc,clip
Kimi-Audio|pitt|zero_shot|conflict,Kimi-Audio,pitt,zero_shot/conflict,0.7197,0.6201,0.8147,146,100,Kimi-Audio | B_pitt | conflict | src=primary,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,conflict,current,,M8: Kimi-Audio | B_pitt | conflict | src=primary,no,yes,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:38,auc,clip
Kimi-Audio|pitt|zero_shot|agreement,Kimi-Audio,pitt,zero_shot/agreement,0.7227,0.656,0.7896,322,175,Kimi-Audio | B_pitt | agreement | src=primary,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,agreement,current,,M8: Kimi-Audio | B_pitt | agreement | src=primary,no,yes,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:39,auc,clip
Kimi-Audio|pitt|zero_shot|conflict-agreement,Kimi-Audio,pitt,zero_shot/conflict-agreement,-0.003,-0.1134,0.1065,468,228,Kimi-Audio | B_pitt | conflict_minus_agreement | src=primary,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,conflict-agreement,current,,M8: Kimi-Audio | B_pitt | conflict_minus_agreement | src=primary,yes,yes,<local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:40,auc,clip
Kimi-Audio|pitt|zero_shot|conflict,Kimi-Audio,pitt,zero_shot/conflict,0.7078,0.6037,0.8083,146,100,Kimi-Audio | B_pitt | conflict | src=alt_overnight_copy,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,conflict,SUPERSEDED,"S7: alternative copy/run, not the canonical file | master/SUPERSEDED.csv row 2 (2026-09-23): Kimi-Audio Pitt: older copy with different per-clip scores (pooled 0.6964, conflict 0.7078, agreement 0.7014); canonical is the part3 file (pooled 0.7180, conflict 0.7197, agreement 0.7227), authors' decision -> <local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv",M8: Kimi-Audio | B_pitt | conflict | src=alt_overnight_copy,no,yes,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:41,auc,clip
Kimi-Audio|pitt|zero_shot|agreement,Kimi-Audio,pitt,zero_shot/agreement,0.7014,0.6309,0.773,322,175,Kimi-Audio | B_pitt | agreement | src=alt_overnight_copy,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,agreement,SUPERSEDED,"S7: alternative copy/run, not the canonical file | master/SUPERSEDED.csv row 2 (2026-09-23): Kimi-Audio Pitt: older copy with different per-clip scores (pooled 0.6964, conflict 0.7078, agreement 0.7014); canonical is the part3 file (pooled 0.7180, conflict 0.7197, agreement 0.7227), authors' decision -> <local data dir>/release/overnight2/part3/kimi_pitt_zeroshot_scores.csv",M8: Kimi-Audio | B_pitt | agreement | src=alt_overnight_copy,no,yes,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:42,auc,clip
Kimi-Audio|pitt|zero_shot|conflict-agreement,Kimi-Audio,pitt,zero_shot/conflict-agreement,0.0064,-0.114,0.1224,468,228,Kimi-Audio | B_pitt | conflict_minus_agreement | src=alt_overnight_copy,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,part16/rows/M8.tsv,yes,zero_shot,conflict-agreement,ALT,"S7: alternative copy/run, not the canonical file",M8: Kimi-Audio | B_pitt | conflict_minus_agreement | src=alt_overnight_copy,yes,yes,<local data dir>/release/overnight/kimi/kimi_pitt_zeroshot_scores.csv,no,part16/rows/M8.tsv:43,auc,clip
Audio Flamingo 2|adress2020|?|all,Audio Flamingo 2,adress2020,?/all,0.9676,0.9664,0.9689,156,156,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/af2_results/af2_adress2020.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo2.adress2020.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/af2_results/af2_adress2020.csv,yes,part16/rows/M9.tsv:2,answer_mass,clip
Audio Flamingo 2|adresso|?|all,Audio Flamingo 2,adresso,?/all,0.9614,0.9607,0.9628,237,237,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/af2_results/af2_adresso237.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo2.adresso.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/af2_results/af2_adresso237.csv,yes,part16/rows/M9.tsv:3,answer_mass,clip
Audio Flamingo 2|edaic|?|all,Audio Flamingo 2,edaic,?/all,0.9392,0.9383,0.9407,275,275,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/af2_results/af2_edaic275.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo2.edaic.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/af2_results/af2_edaic275.csv,yes,part16/rows/M9.tsv:4,answer_mass,clip
Audio Flamingo 2|edaic_conflict_390|?|conflict,Audio Flamingo 2,edaic_conflict_390,?/conflict,0.9453,0.9437,0.9479,390,74,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_conflict_new/af2/af2_edaic_conflict_30s.csv,part16/rows/M9.tsv,yes,,conflict,current,,M9.AudioFlamingo2.edaic_conflict.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_conflict_new/af2/af2_edaic_conflict_30s.csv,no,part16/rows/M9.tsv:5,answer_mass,clip
Audio Flamingo 2|edaic_conflict_v2|?|conflict,Audio Flamingo 2,edaic_conflict_v2,?/conflict,0.9423,0.9409,0.9434,966,138,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part14/p14_af2.csv,part16/rows/M9.tsv,yes,,conflict,current,,M9.AudioFlamingo2.edaic_conflict_v2.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/part14/p14_af2.csv,no,part16/rows/M9.tsv:6,answer_mass,clip
Audio Flamingo 2|kcl|?|all,Audio Flamingo 2,kcl,?/all,0.9304,0.9285,0.9341,37,37,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/af2_results/af2_kcl37.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo2.kcl.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/af2_results/af2_kcl37.csv,yes,part16/rows/M9.tsv:7,answer_mass,clip
Audio Flamingo 2|neurovoz|?|all,Audio Flamingo 2,neurovoz,?/all,0.9412,0.9398,0.9427,1270,107,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/af2_results/af2_neurovoz1270.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo2.neurovoz.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/af2_results/af2_neurovoz1270.csv,yes,part16/rows/M9.tsv:8,answer_mass,clip
Audio Flamingo 2|pcgita|?|all,Audio Flamingo 2,pcgita,?/all,0.94,0.939,0.9413,1100,100,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/af2_results/af2_pcgita1100.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo2.pcgita.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/af2_results/af2_pcgita1100.csv,yes,part16/rows/M9.tsv:9,answer_mass,clip
Audio Flamingo 2|pitt|?|all,Audio Flamingo 2,pitt,?/all,0.9626,0.9614,0.9639,468,228,median answer mass P(Yes)+P(No),<local data dir>/paper work/paper1_local_runs/af2_results/af2_pitt468.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo2.pitt.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/paper1_local_runs/af2_results/af2_pitt468.csv,yes,part16/rows/M9.tsv:10,answer_mass,clip
Audio Flamingo 3|adress2020|?|all,Audio Flamingo 3,adress2020,?/all,0.9457,0.9415,0.9477,156,156,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/af3_new/af3_adress2020.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.adress2020.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/af3_new/af3_adress2020.csv,no,part16/rows/M9.tsv:11,answer_mass,clip
Audio Flamingo 3|adresso|?|all,Audio Flamingo 3,adresso,?/all,0.9579,0.9541,0.9614,237,237,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/af3_new/af3_adresso.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.adresso.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/af3_new/af3_adresso.csv,no,part16/rows/M9.tsv:12,answer_mass,clip
Audio Flamingo 3|edaic|?|all,Audio Flamingo 3,edaic,?/all,0.9272,0.9226,0.9328,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/part10/af3_edaic.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.edaic.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/part10/af3_edaic.csv,no,part16/rows/M9.tsv:13,answer_mass,clip
Audio Flamingo 3|edaic_conflict_390|?|conflict,Audio Flamingo 3,edaic_conflict_390,?/conflict,0.9332,0.9239,0.9435,390,74,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_conflict_new/af3_edaic_conflict.csv,part16/rows/M9.tsv,yes,,conflict,current,,M9.AudioFlamingo3.edaic_conflict.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_conflict_new/af3_edaic_conflict.csv,no,part16/rows/M9.tsv:14,answer_mass,clip
Audio Flamingo 3|edaic_conflict_v2|?|conflict,Audio Flamingo 3,edaic_conflict_v2,?/conflict,0.9311,0.9271,0.9361,966,138,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part14/p14_af3.csv,part16/rows/M9.tsv,yes,,conflict,current,,M9.AudioFlamingo3.edaic_conflict_v2.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/part14/p14_af3.csv,no,part16/rows/M9.tsv:15,answer_mass,clip
Audio Flamingo 3|edaic_full|?|all,Audio Flamingo 3,edaic_full,?/all,0.9413,0.9342,0.9476,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/af3_full.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.edaic_full.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/af3_full.csv,no,part16/rows/M9.tsv:16,answer_mass,clip
Audio Flamingo 3|edaic_mid30|?|all,Audio Flamingo 3,edaic_mid30,?/all,0.9266,0.9192,0.9333,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/af3_mid30.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.edaic_mid30.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/af3_mid30.csv,no,part16/rows/M9.tsv:17,answer_mass,clip
Audio Flamingo 3|edaic_mid300|?|all,Audio Flamingo 3,edaic_mid300,?/all,0.9398,0.9334,0.9441,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/af3_mid300.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.edaic_mid300.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/af3_mid300.csv,no,part16/rows/M9.tsv:18,answer_mass,clip
Audio Flamingo 3|kcl|?|all,Audio Flamingo 3,kcl,?/all,0.9434,0.9374,0.9501,37,37,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/part3/af3_kcl.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.kcl.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/part3/af3_kcl.csv,no,part16/rows/M9.tsv:19,answer_mass,clip
Audio Flamingo 3|neurovoz|?|all,Audio Flamingo 3,neurovoz,?/all,0.9132,0.9076,0.9177,1270,107,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/af3_new/af3_neurovoz.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.neurovoz.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/af3_new/af3_neurovoz.csv,no,part16/rows/M9.tsv:20,answer_mass,clip
Audio Flamingo 3|pcgita|?|all,Audio Flamingo 3,pcgita,?/all,0.8968,0.8921,0.9013,1100,100,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/part3/af3_pcgita.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.pcgita.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/part3/af3_pcgita.csv,no,part16/rows/M9.tsv:21,answer_mass,clip
Audio Flamingo 3|pitt|?|all,Audio Flamingo 3,pitt,?/all,0.9487,0.9463,0.9505,468,228,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/part3/af3_pitt.csv,part16/rows/M9.tsv,yes,,all,current,,M9.AudioFlamingo3.pitt.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/part3/af3_pitt.csv,no,part16/rows/M9.tsv:22,answer_mass,clip
Kimi-Audio|adress2020|zero_shot|all,Kimi-Audio,adress2020,zero_shot/all,0.9971,0.9967,0.9976,156,156,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/kimi_new/kimi_adress2020_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.adress2020.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/kimi_new/kimi_adress2020_zeroshot_scores.csv,no,part16/rows/M9.tsv:23,answer_mass,clip
Kimi-Audio|adresso|zero_shot|all,Kimi-Audio,adresso,zero_shot/all,0.9956,0.9953,0.9962,237,237,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/kimi_new/kimi_adresso_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.adresso.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/kimi_new/kimi_adresso_zeroshot_scores.csv,no,part16/rows/M9.tsv:24,answer_mass,clip
Kimi-Audio|edaic|zero_shot|all,Kimi-Audio,edaic,zero_shot/all,0.9981,0.998,0.9982,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/overnight2/part3/kimi_edaic_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.edaic.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/overnight2/part3/kimi_edaic_zeroshot_scores.csv,no,part16/rows/M9.tsv:25,answer_mass,clip
Kimi-Audio|edaic_conflict_390|zero_shot|conflict,Kimi-Audio,edaic_conflict_390,zero_shot/conflict,0.9992,0.999,0.9993,390,74,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_conflict_new/kimi/kimi_edaic_conflict_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,conflict,current,,M9.Kimi-Audio.edaic_conflict.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_conflict_new/kimi/kimi_edaic_conflict_zeroshot_scores.csv,no,part16/rows/M9.tsv:26,answer_mass,clip
Kimi-Audio|edaic_conflict_v2|zero_shot|conflict,Kimi-Audio,edaic_conflict_v2,zero_shot/conflict,0.9992,0.9991,0.9994,966,138,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/part14/p14_kimi_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,conflict,current,,M9.Kimi-Audio.edaic_conflict_v2.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/part14/p14_kimi_zeroshot_scores.csv,no,part16/rows/M9.tsv:27,answer_mass,clip
Kimi-Audio|edaic_full|zero_shot|all,Kimi-Audio,edaic_full,zero_shot/all,0.9983,0.9981,0.9984,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/pitt_all/kimi_full_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.edaic_full.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/pitt_all/kimi_full_zeroshot_scores.csv,no,part16/rows/M9.tsv:28,answer_mass,clip
Kimi-Audio|edaic_mid30|zero_shot|all,Kimi-Audio,edaic_mid30,zero_shot/all,0.9991,0.999,0.9992,275,275,median answer mass P(Yes)+P(No),<local data dir>/release/edaic_rerun/variants/kimi_mid30_zeroshot_scores.csv,part16/rows/M9.tsv,yes,zero_shot,all,current,,M9.Kimi-Audio.edaic_mid30.zero_shot_answer: median answer mass P(Yes)+P(No),no,yes,<local data dir>/release/edaic_rerun/variants/kimi_mid30_zeroshot_scores.csv,no,part16/rows/M9.tsv:29,answer_mass,clip
